Fichier;Titre_actuel;Auteur_actuel;Score;Confiance;Règles;Titre_corrigé;Auteur_corrigé
Arrabbiata - Le Garde-vignes - Résurrection, L' - Paul Johann Ludwig (von) Heyse.epub;Paul Johann Ludwig (von) Heyse;Résurrection, L';50;PROBABLE;R3: Auteur se termine par article défini;Résurrection, L';Paul Johann Ludwig (von) Heyse
En ligne - Ernest Hemingway.epub;Hemingway, Ernest;En ligne;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;En ligne;Hemingway, Ernest
Kernok le pirate - Eugène Sue.epub;Sue, Eugène;Kernok le pirate;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Kernok le pirate;Sue, Eugène
Je suis né - Georges Perec.epub;Perec, Georges;Je suis né;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Je suis né;Perec, Georges
En Patagonie - Bruce Chatwin.epub;Chatwin, Bruce;En Patagonie;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;En Patagonie;Chatwin, Bruce
Dame noire des frontières, La - Gustave Le Rouge.epub;Le Rouge, Gustave;Dame noire des frontières, La;50;PROBABLE;R3: Auteur se termine par article défini;Dame noire des frontières, La;Le Rouge, Gustave
Central Park - Guillaume Musso.epub;Musso, Guillaume;Central Park;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Central Park;Musso, Guillaume
Ardoise - Philippe Djian.epub;Djian, Philippe;Ardoise;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Ardoise;Djian, Philippe
Dickens, barbe à papa - Philippe Delerm.epub;Delerm, Philippe;Dickens, barbe à papa;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Dickens, barbe à papa;Delerm, Philippe
Brave Soldat Chvéïk, Le - Hasek.epub;Hasek;Brave Soldat Chvéïk, Le;50;PROBABLE;R3: Auteur se termine par article défini;Brave Soldat Chvéïk, Le;Hasek
MADAMOISELLE DE MALPEIRE - Fanny Reybaud.epub;Reybaud, Fanny;MADAMOISELLE DE MALPEIRE;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;MADAMOISELLE DE MALPEIRE;Reybaud, Fanny
Cent sonnets - Boris Vian.epub;Vian, Boris;Cent sonnets;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Cent sonnets;Vian, Boris
Militona - Théophile Gautier.epub;Gautier, Théophile;Militona;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Militona;Gautier, Théophile
PAR LES ANNONCES - Jeanne Mussard.epub;Mussard, Jeanne;PAR LES ANNONCES;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;PAR LES ANNONCES;Mussard, Jeanne
JOSUÉ LE MAGISTER - Oscar Huguenin.epub;Huguenin, Oscar;JOSUÉ LE MAGISTER;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;JOSUÉ LE MAGISTER;Huguenin, Oscar
Chasseurs de têtes - Michel Crespy.epub;Crespy, Michel;Chasseurs de têtes;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Chasseurs de têtes;Crespy, Michel
Bienvenue Au Paradis - Ángel Parra.epub;Parra, Ángel;Bienvenue Au Paradis;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Bienvenue Au Paradis;Parra, Ángel
Colloque entre Monos et Una. Traduction de Chn taille-douce de Alexeïeff - Edgar Allan Poe.epub;Poe, Edgar Allan;Colloque entre Monos et Una. Traduction de Chn taille-douce de Alexeïeff;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Colloque entre Monos et Una. Traduction de Chn taille-douce de Alexeïeff;Poe, Edgar Allan
Sonate sans accompagnement - Orson Scott Card.epub;Card, Orson Scott;Sonate sans accompagnement;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Sonate sans accompagnement;Card, Orson Scott
Brebis galeuses - Gunnar Staalesen.epub;Staalesen, Gunnar;Brebis galeuses;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Brebis galeuses;Staalesen, Gunnar
Demain les puces - Patrice Duvic.epub;Duvic, Patrice;Demain les puces;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Demain les puces;Duvic, Patrice
Au-Dessous Du Volcan - Malcolm Lowry.epub;Lowry, Malcolm;Au-Dessous Du Volcan;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Au-Dessous Du Volcan;Lowry, Malcolm
Rocher de Brighton - Graham Greene.epub;Greene, Graham;Rocher de Brighton;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Rocher de Brighton;Greene, Graham
Garçon manqué - Nina Bouraoui.epub;Bouraoui, Nina;Garçon manqué;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Garçon manqué;Bouraoui, Nina
Pour seul cortège - Laurent Gaudé.epub;Gaudé, Laurent;Pour seul cortège;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Pour seul cortège;Gaudé, Laurent
Balles perdues - Jennifer Clément.epub;Clément, Jennifer;Balles perdues;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Balles perdues;Clément, Jennifer
Dans le silence enterré - Tove Alsterdal.epub;Alsterdal, Tove;Dans le silence enterré;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Dans le silence enterré;Alsterdal, Tove
Confidence pour confidence - Paule Constant.epub;Constant, Paule;Confidence pour confidence;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Confidence pour confidence;Constant, Paule
Leviathan - Paul Auster.epub;Auster, Paul;Leviathan;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Leviathan;Auster, Paul
Petites Proses - Michel Tournier.epub;Tournier, Michel;Petites Proses;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Petites Proses;Tournier, Michel
Rédemption - Vanessa Ronan.epub;Ronan, Vanessa;Rédemption;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Rédemption;Ronan, Vanessa
Embruns toxiques - Bernard Méhaut.epub;Méhaut, Bernard;Embruns toxiques;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Embruns toxiques;Méhaut, Bernard
Station du cauchemar - Philip José Farmer.epub;Farmer, Philip José;Station du cauchemar;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Station du cauchemar;Farmer, Philip José
Naissance d'un Goncourt - Yann Queffélec.epub;Queffélec, Yann;Naissance d'un Goncourt;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Naissance d'un Goncourt;Queffélec, Yann
Marie Antoinette - Stephan Zweig.epub;Zweig, Stephan;Marie Antoinette;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Marie Antoinette;Zweig, Stephan
Harcèlement - Michael Crichton.epub;Crichton, Michael;Harcèlement;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Harcèlement;Crichton, Michael
On t'aura prévenue - James Patterson.epub;Patterson, James;On t'aura prévenue;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;On t'aura prévenue;Patterson, James
Exécution de Troppmann, L' - Tourgueniev.epub;Tourgueniev;Exécution de Troppmann, L';50;PROBABLE;R3: Auteur se termine par article défini;Exécution de Troppmann, L';Tourgueniev
Blind Lake - Robert Charles Wilson.epub;Wilson, Robert Charles;Blind Lake;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Blind Lake;Wilson, Robert Charles
Mamie Luger - Benoît Philippon.epub;Philippon, Benoît;Mamie Luger;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Mamie Luger;Philippon, Benoît
Fissure, La - Didierlaurent, Jean-Paul.epub;Fissure, La;Didierlaurent, Jean-Paul;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Didierlaurent, Jean-Paul;Fissure, La
Zazie dans le Métro - Raymond Queneau.epub;Queneau, Raymond;Zazie dans le Métro;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Zazie dans le Métro;Queneau, Raymond
Six degrés de liberté - Nicolas Dickner.epub;Dickner, Nicolas;Six degrés de liberté;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Six degrés de liberté;Dickner, Nicolas
Ce que vivent les roses - Mary Higgins Clark.epub;Clark, Mary Higgins;Ce que vivent les roses;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Ce que vivent les roses;Clark, Mary Higgins
Don Juan - Michel Zévaco.epub;Zévaco, Michel;Don Juan;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Don Juan;Zévaco, Michel
Coup Du Cavalier, Le - Andrea Camilleri.epub;Andrea Camilleri;Coup Du Cavalier, Le;50;PROBABLE;R3: Auteur se termine par article défini;Coup Du Cavalier, Le;Andrea Camilleri
Camp de Concentration - Thomas Disch.epub;Disch, Thomas;Camp de Concentration;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Camp de Concentration;Disch, Thomas
Dans le scriptorium - Paul Auster.epub;Auster, Paul;Dans le scriptorium;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Dans le scriptorium;Auster, Paul
Blé en herbe, Le - Colette.epub;Colette;Blé en herbe, Le;50;PROBABLE;R3: Auteur se termine par article défini;Blé en herbe, Le;Colette
Tout est illuminé - Jonathan Safran Foer.epub;Foer, Jonathan Safran;Tout est illuminé;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Tout est illuminé;Foer, Jonathan Safran
Seventeen - Kenzaburô Ôé.epub;Ôé, Kenzaburô;Seventeen;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Seventeen;Ôé, Kenzaburô
Aphorismes - Oscar Wilde.epub;Wilde, Oscar;Aphorismes;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Aphorismes;Wilde, Oscar
Orient Express - Graham Greene.epub;Greene, Graham;Orient Express;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Orient Express;Greene, Graham
Pensées secrètes - David Lodge.epub;Lodge, David;Pensées secrètes;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Pensées secrètes;Lodge, David
Terminus Elicius - Karine Giebel.epub;Giebel, Karine;Terminus Elicius;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Terminus Elicius;Giebel, Karine
Women - Charles Bukowski.epub;Bukowski, Charles;Women;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Women;Bukowski, Charles
Gens de Dublin - James Joyce.epub;Joyce, James;Gens de Dublin;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Gens de Dublin;Joyce, James
Cavalerie Rouge - Isaac Babel.epub;Babel, Isaac;Cavalerie Rouge;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Cavalerie Rouge;Babel, Isaac
Ombre chinoise - Hélène Ling.epub;Ling, Hélène;Ombre chinoise;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Ombre chinoise;Ling, Hélène
Downtown Diaries - Jim Carroll.epub;Carroll, Jim;Downtown Diaries;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Downtown Diaries;Carroll, Jim
Adiós Hemingway - Leonardo Padura.epub;Padura, Leonardo;Adiós Hemingway;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Adiós Hemingway;Padura, Leonardo
Voix des vagues, La - Jackie Copleton.epub;Jackie Copleton;Voix des vagues, La;50;PROBABLE;R3: Auteur se termine par article défini;Voix des vagues, La;Jackie Copleton
égarés, Les - Tristan, Frédérick.epub;égarés, Les;Tristan, Frédérick;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Tristan, Frédérick;égarés, Les
Gentilles filles, braves garçons - Roopa Farooki.epub;Farooki, Roopa;Gentilles filles, braves garçons;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Gentilles filles, braves garçons;Farooki, Roopa
Péan,Pierre [-17] L'extrémiste, François Genoud, de Hitler à Carlos (1996) french.zzz.epub;L'extrémiste, François Genoud, de Hitler à Carlos;Péan,Pierre;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Péan,Pierre;L'extrémiste, François Genoud, de Hitler à Carlos
Réveille-Toi - Jack Kerouac.epub;Kerouac, Jack;Réveille-Toi;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Réveille-Toi;Kerouac, Jack
Noces, suivi de L'été - Albert Camus.epub;Camus, Albert;Noces, suivi de L'été;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Noces, suivi de L'été;Camus, Albert
Bêtes, Les - Gascar, Pierre.epub;Bêtes, Les;Gascar, Pierre;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Gascar, Pierre;Bêtes, Les
Dark Spirit - Michel Honaker.epub;Honaker, Michel;Dark Spirit;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Dark Spirit;Honaker, Michel
Baccara (Dodo Press) - Hector Malot.epub;Malot, Hector;Baccara (Dodo Press);50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Baccara (Dodo Press);Malot, Hector
Tuiles détachées - Jean-Christophe Bailly.epub;Bailly, Jean-Christophe;Tuiles détachées;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Tuiles détachées;Bailly, Jean-Christophe
Peggy dans les phares - Marie-Ève Lacasse.epub;Lacasse, Marie-Ève;Peggy dans les phares;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Peggy dans les phares;Lacasse, Marie-Ève
Chiens fous - Chart Korbjitti.epub;Korbjitti, Chart;Chiens fous;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Chiens fous;Korbjitti, Chart
Sabinus - Henri Bosco.epub;Bosco, Henri;Sabinus;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Sabinus;Bosco, Henri
Prime jeunesse - Pierre Loti.epub;Loti, Pierre;Prime jeunesse;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Prime jeunesse;Loti, Pierre
Rue de Boutiques Obscures - Patrick Modiano.epub;Modiano, Patrick;Rue de Boutiques Obscures;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Rue de Boutiques Obscures;Modiano, Patrick
Lolita - Vladimir Nabokov.epub;Nabokov, Vladimir;Lolita;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Lolita;Nabokov, Vladimir
Cadillac Beach - Tim Dorsey.epub;Dorsey, Tim;Cadillac Beach;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Cadillac Beach;Dorsey, Tim
My absolute darling - Gabriel Tallent.epub;Tallent, Gabriel;My absolute darling;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;My absolute darling;Tallent, Gabriel
Harry Potter Et Le Prince de Sang-Mêlé - J. K. Rowling.epub;Rowling, J. K.;Harry Potter Et Le Prince de Sang-Mêlé;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Harry Potter Et Le Prince de Sang-Mêlé;Rowling, J. K.
Palafox - Eric Chevillard.epub;Chevillard, Eric;Palafox;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Palafox;Chevillard, Eric
Marchands de gloire, Les - MARCEL PAGNOL.epub;PAGNOL, MARCEL;Marchands de gloire, Les;50;PROBABLE;R3: Auteur se termine par article défini;Marchands de gloire, Les;PAGNOL, MARCEL
Cabecilla, Le - Alphonse Daudet.epub;Alphonse Daudet;Cabecilla, Le;50;PROBABLE;R3: Auteur se termine par article défini;Cabecilla, Le;Alphonse Daudet
Saint Glinglin - Raymond Queneau.epub;Queneau, Raymond;Saint Glinglin;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Saint Glinglin;Queneau, Raymond
Nickel Blues - Nadine Monfils.epub;Monfils, Nadine;Nickel Blues;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Nickel Blues;Monfils, Nadine
Kamputchéa - Patrick Deville.epub;Deville, Patrick;Kamputchéa;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Kamputchéa;Deville, Patrick
Souffrances du jeune Werther, Les - Johann Wolfgang von Goethe.epub;Johann Wolfgang von Goethe;Souffrances du jeune Werther, Les;50;PROBABLE;R3: Auteur se termine par article défini;Souffrances du jeune Werther, Les;Johann Wolfgang von Goethe
Ici même - Alrefai Taleb.epub;Taleb, Alrefai;Ici même;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Ici même;Taleb, Alrefai
L’année la plus longue - Daniel Grenier.epub;Grenier, Daniel;L’année la plus longue;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;L’année la plus longue;Grenier, Daniel
Triades de Shanghai, Les - Un livre Un film.epub;Un livre Un film;Triades de Shanghai, Les;50;PROBABLE;R3: Auteur se termine par article défini;Triades de Shanghai, Les;Un livre Un film
Blagues pour miliciens - Mazen Maarouf.epub;Maarouf, Mazen;Blagues pour miliciens;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Blagues pour miliciens;Maarouf, Mazen
Roi tout nu, Un - Albert Adès.epub;Adès, Albert;Roi tout nu, Un;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Roi tout nu, Un;Adès, Albert
Sous la vague - Anne Percin.epub;Percin, Anne;Sous la vague;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Sous la vague;Percin, Anne
Brandebourg - Juli Zeh.epub;Zeh, Juli;Brandebourg;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Brandebourg;Zeh, Juli
Onze minutes - Paulo Coelho.epub;Coelho, Paulo;Onze minutes;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Onze minutes;Coelho, Paulo
Ipso Facto - Iegor Gran.epub;Gran, Iegor;Ipso Facto;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Ipso Facto;Gran, Iegor
Dénonciateurs, Les - Vasquez, Juan Gabriel.epub;Dénonciateurs, Les;Vasquez, Juan Gabriel;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Vasquez, Juan Gabriel;Dénonciateurs, Les
Cara - Hector Malot.epub;Malot, Hector;Cara;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Cara;Malot, Hector
Tsubame - Aki Shimazaki.epub;Shimazaki, Aki;Tsubame;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Tsubame;Shimazaki, Aki
Zarbie les yeux verts - Joyce Carol Oates.epub;Oates, Joyce Carol;Zarbie les yeux verts;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Zarbie les yeux verts;Oates, Joyce Carol
En attendant Bojangles - Olivier Bourdeaut.epub;Bourdeaut, Olivier;En attendant Bojangles;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;En attendant Bojangles;Bourdeaut, Olivier
Double étoile - Robert Anson Heinlein.epub;Heinlein, Robert Anson;Double étoile;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Double étoile;Heinlein, Robert Anson
Famille-Sans-Nom - Jules Verne.epub;Verne, Jules;Famille-Sans-Nom;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Famille-Sans-Nom;Verne, Jules
Reine Des éléphants, La - Gustave Le Rouge.epub;Le Rouge, Gustave;Reine Des éléphants, La;50;PROBABLE;R3: Auteur se termine par article défini;Reine Des éléphants, La;Le Rouge, Gustave
Petit Prince, Le - Antoine de Saint-Exupéry.epub;de Saint-Exupéry, Antoine;Petit Prince, Le;50;PROBABLE;R3: Auteur se termine par article défini;Petit Prince, Le;de Saint-Exupéry, Antoine
Opéra Anatomique - Maja Brick.epub;Brick, Maja;Opéra Anatomique;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Opéra Anatomique;Brick, Maja
Pan - Hamsun Knut.epub;Knut, Hamsun;Pan;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Pan;Knut, Hamsun
Propaganda - Edward L. Bernays.epub;Bernays, Edward L.;Propaganda;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Propaganda;Bernays, Edward L.
Suite française - Irène Némirovsky.epub;Némirovsky, Irène;Suite française;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Suite française;Némirovsky, Irène
Étoiles à l'Infini, Des - Blanche Monah.epub;Monah, Blanche;Étoiles à l'Infini, Des;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Étoiles à l'Infini, Des;Monah, Blanche
Anthracite - Cédric Gras.epub;Gras, Cédric;Anthracite;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Anthracite;Gras, Cédric
Cosaque de l'Oural, Le - Dahl.epub;Dahl;Cosaque de l'Oural, Le;50;PROBABLE;R3: Auteur se termine par article défini;Cosaque de l'Oural, Le;Dahl
Mille Soleils - Nicolas Delesalle.epub;Delesalle, Nicolas;Mille Soleils;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Mille Soleils;Delesalle, Nicolas
Au bord du lac - Yasushi Inoué.epub;Inoué, Yasushi;Au bord du lac;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Au bord du lac;Inoué, Yasushi
Tendre Jeudi - John Steinbeck.epub;Steinbeck, John;Tendre Jeudi;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Tendre Jeudi;Steinbeck, John
Dormez, pigeons… - Donald Westlake.epub;Westlake, Donald;Dormez, pigeons…;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Dormez, pigeons…;Westlake, Donald
Opération Sweet Tooth - Ian Mcewan.epub;Mcewan, Ian;Opération Sweet Tooth;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Opération Sweet Tooth;Mcewan, Ian
Christie,Agatha [N-06] Allo, Hercule Poirot... - 6 nouvelles (1971) french.Alex.epub;Allo, Hercule Poirot... - 6 nouvelles;Christie,Agatha;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Christie,Agatha;Allo, Hercule Poirot... - 6 nouvelles
Tirs croisés - James Patterson.epub;Patterson, James;Tirs croisés;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Tirs croisés;Patterson, James
Rue des Boutiques Obscures - Patrick Modiano.epub;Modiano, Patrick;Rue des Boutiques Obscures;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Rue des Boutiques Obscures;Modiano, Patrick
Destruction d'un coeur - Stefan Zweig.epub;Zweig, Stefan;Destruction d'un coeur;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Destruction d'un coeur;Zweig, Stefan
talons rouges, Les - Antoine de Baecque.epub;de Baecque, Antoine;talons rouges, Les;50;PROBABLE;R3: Auteur se termine par article défini;talons rouges, Les;de Baecque, Antoine
Du temps qu'on existait - Prix de Flore - Marien Defalvard.epub;Defalvard, Marien;Prix de Flore;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Prix de Flore;Defalvard, Marien
Indigo - Graham Joyce.epub;Joyce, Graham;Indigo;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Indigo;Joyce, Graham
Anomalia - Laura Gustafsson.epub;Gustafsson, Laura;Anomalia;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Anomalia;Gustafsson, Laura
Mistress Branican - Jules Verne.epub;Verne, Jules;Mistress Branican;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Mistress Branican;Verne, Jules
Evil Game - Michel Honaker.epub;Honaker, Michel;Evil Game;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Evil Game;Honaker, Michel
Cavalier Fortune, Le - Paul Féval (père).epub;(père), Paul Féval;Cavalier Fortune, Le;50;PROBABLE;R3: Auteur se termine par article défini;Cavalier Fortune, Le;(père), Paul Féval
piège aux maris, Le - Marie de Solms.epub;de Solms, Marie;piège aux maris, Le;50;PROBABLE;R3: Auteur se termine par article défini;piège aux maris, Le;de Solms, Marie
Paradis - Toni Morrison.epub;Morrison, Toni;Paradis;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Paradis;Morrison, Toni
To-ho le tueur d'or - Jules Lermina.epub;Lermina, Jules;To-ho le tueur d'or;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;To-ho le tueur d'or;Lermina, Jules
Fin de mission - Phil Klay.epub;Klay, Phil;Fin de mission;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Fin de mission;Klay, Phil
Thomas l'Obscur - Maurice Blanchot.epub;Blanchot, Maurice;Thomas l'Obscur;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Thomas l'Obscur;Blanchot, Maurice
Je ferai cocu le percepteur - Pierre Henri Cami.epub;Cami, Pierre Henri;Je ferai cocu le percepteur;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Je ferai cocu le percepteur;Cami, Pierre Henri
Brexit oblige - Christian Jacq.epub;Jacq, Christian;Brexit oblige;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Brexit oblige;Jacq, Christian
Sanctuaire - William Faulkner.epub;Faulkner, William;Sanctuaire;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Sanctuaire;Faulkner, William
Bilan de faillite - Régis Debray.epub;Debray, Régis;Bilan de faillite;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Bilan de faillite;Debray, Régis
Brooklyn Follies - Paul Auster.epub;Auster, Paul;Brooklyn Follies;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Brooklyn Follies;Auster, Paul
Rendez-Vous À Estepona - Ake Edwardson.epub;Edwardson, Ake;Rendez-Vous À Estepona;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Rendez-Vous À Estepona;Edwardson, Ake
Taqawan - Éric Plamondon.epub;Plamondon, Éric;Taqawan;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Taqawan;Plamondon, Éric
Depuis l'au-delà - Bernard Werber.epub;Werber, Bernard;Depuis l'au-delà;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Depuis l'au-delà;Werber, Bernard
Bête et méchant - François Cavanna.epub;Cavanna, François;Bête et méchant;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Bête et méchant;Cavanna, François
Vengeances - Philippe Djian.epub;Djian, Philippe;Vengeances;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Vengeances;Djian, Philippe
Frappe-toi le coeur - Amélie Nothomb.epub;Nothomb, Amélie;Frappe-toi le coeur;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Frappe-toi le coeur;Nothomb, Amélie
Sans un mot - Harlan Coben.epub;Coben, Harlan;Sans un mot;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Sans un mot;Coben, Harlan
Solaire - Ian Mcewan.epub;Mcewan, Ian;Solaire;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Solaire;Mcewan, Ian
Cronopes et Fameux - Julio Cortázar.epub;Cortázar, Julio;Cronopes et Fameux;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Cronopes et Fameux;Cortázar, Julio
recherche de l’absolu, La - Honoré de Balzac.epub;de Balzac, Honoré;recherche de l’absolu, La;50;PROBABLE;R3: Auteur se termine par article défini;recherche de l’absolu, La;de Balzac, Honoré
Sans laisser d'adresse - Harlan Coben.epub;Coben, Harlan;Sans laisser d'adresse;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Sans laisser d'adresse;Coben, Harlan
Villa triste - Patrick Modiano.epub;Modiano, Patrick;Villa triste;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Villa triste;Modiano, Patrick
Siloé - Paul Gadenne.epub;Gadenne, Paul;Siloé;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Siloé;Gadenne, Paul
Lolita (Edició en català) - Vladimir Nabokov.epub;Nabokov, Vladimir;Lolita (Edició en català);50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Lolita (Edició en català);Nabokov, Vladimir
Juste à côté - Esther Gaubert.epub;Gaubert, Esther;Juste à côté;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Juste à côté;Gaubert, Esther
Chantier - Stephen King.epub;King, Stephen;Chantier;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Chantier;King, Stephen
