Fichier;Titre_actuel;Auteur_actuel;Score;Confiance;Règles;Titre_corrigé;Auteur_corrigé
Sympathisant, Le - Nguyen, Viet Thanh.epub;Sympathisant, Le;Nguyen, Viet Thanh;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Nguyen, Viet Thanh;Sympathisant, Le
Premier regard - Nicholas Sparks.epub;Sparks, Nicholas;Premier regard;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Premier regard;Sparks, Nicholas
Abdallah le cruel - Patrick Girard.epub;Girard, Patrick;Abdallah le cruel;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Abdallah le cruel;Girard, Patrick
Désintégration - Emmanuelle Richard.epub;Richard, Emmanuelle;Désintégration;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Désintégration;Richard, Emmanuelle
Wasurenagusa - Aki Shimazaki.epub;Shimazaki, Aki;Wasurenagusa;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Wasurenagusa;Shimazaki, Aki
Au bonheur des dames - Émile Zola.epub;Zola, Émile;Au bonheur des dames;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Au bonheur des dames;Zola, Émile
Forteresse digitale - Dan Brown.epub;Brown, Dan;Forteresse digitale;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Forteresse digitale;Brown, Dan
Jazz Palace - Mary Morris.epub;Morris, Mary;Jazz Palace;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Jazz Palace;Morris, Mary
Chutes, Les - Oates, Joyce Carol.epub;Chutes, Les;Oates, Joyce Carol;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Oates, Joyce Carol;Chutes, Les
Volte-face - Michael Connelly.epub;Connelly, Michael;Volte-face;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Volte-face;Connelly, Michael
Bon rétablissement - Marie-Sabine Roger.epub;Roger, Marie-Sabine;Bon rétablissement;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Bon rétablissement;Roger, Marie-Sabine
Promenades et intérieurs - François Coppée.epub;Coppée, François;Promenades et intérieurs;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Promenades et intérieurs;Coppée, François
Valeur de x, La - Poppy Z.Brite.epub;Z.Brite, Poppy;Valeur de x, La;50;PROBABLE;R3: Auteur se termine par article défini;Valeur de x, La;Z.Brite, Poppy
Avec vue sur l'Arno - Edward Morgan Forster.epub;Forster, Edward Morgan;Avec vue sur l'Arno;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Avec vue sur l'Arno;Forster, Edward Morgan
Belle-Nivernaise - Légendes et récits, La - Alphonse Daudet.epub;Alphonse Daudet;Légendes et récits, La;50;PROBABLE;R3: Auteur se termine par article défini;Légendes et récits, La;Alphonse Daudet
Jérusalem - Alan Moore.epub;Moore, Alan;Jérusalem;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Jérusalem;Moore, Alan
Aventures merveilleuses mais authentiques du Capiine Corcoran - Première partie - Alfred Assollant.epub;Assollant, Alfred;Première partie;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Première partie;Assollant, Alfred
Uranus - Marcel Aymé.epub;Aymé, Marcel;Uranus;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Uranus;Aymé, Marcel
Pluie noire - Masuji Ibuse.epub;Ibuse, Masuji;Pluie noire;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Pluie noire;Ibuse, Masuji
Via delle Oche - Carlo Lucarelli.epub;Lucarelli, Carlo;Via delle Oche;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Via delle Oche;Lucarelli, Carlo
Avec joie et docilité - Johanna Sinisalo.epub;Sinisalo, Johanna;Avec joie et docilité;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Avec joie et docilité;Sinisalo, Johanna
1001 Façons de Mourir - Sébastien Houde.epub;Houde, Sébastien;Façons de Mourir;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Façons de Mourir;Houde, Sébastien
Nabab, Le - Alphonse Daudet.epub;Alphonse Daudet;Nabab, Le;50;PROBABLE;R3: Auteur se termine par article défini;Nabab, Le;Alphonse Daudet
Féminine - Emilie Guillaumin.epub;Guillaumin, Emilie;Féminine;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Féminine;Guillaumin, Emilie
Avant, pendant, après - Jean-Marc Parisis.epub;Parisis, Jean-Marc;Avant, pendant, après;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Avant, pendant, après;Parisis, Jean-Marc
Tout est brisé - William Boyle.epub;Boyle, William;Tout est brisé;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Tout est brisé;Boyle, William
Ronde fantastique - Charles Barbara.epub;Barbara, Charles;Ronde fantastique;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Ronde fantastique;Barbara, Charles
Enregistrements Pirates - Philippe Delerm.epub;Delerm, Philippe;Enregistrements Pirates;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Enregistrements Pirates;Delerm, Philippe
Comédiens Sans le Savoir, Les - Honoré de Balzac.epub;de Balzac, Honoré;Comédiens Sans le Savoir, Les;50;PROBABLE;R3: Auteur se termine par article défini;Comédiens Sans le Savoir, Les;de Balzac, Honoré
Eléphant - Martin Suter.epub;Suter, Martin;Eléphant;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Eléphant;Suter, Martin
Automobile, L' - Iouchkevitch.epub;Iouchkevitch;Automobile, L';50;PROBABLE;R3: Auteur se termine par article défini;Automobile, L';Iouchkevitch
Roi des gueux, Le - Paul Féval (père).epub;(père), Paul Féval;Roi des gueux, Le;50;PROBABLE;R3: Auteur se termine par article défini;Roi des gueux, Le;(père), Paul Féval
rattachement, Le - Didier van Cauwelaert.epub;van Cauwelaert, Didier;rattachement, Le;50;PROBABLE;R3: Auteur se termine par article défini;rattachement, Le;van Cauwelaert, Didier
Factotum - Charles Bukowski.epub;Bukowski, Charles;Factotum;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Factotum;Bukowski, Charles
Martin Eden - Jack London.epub;London, Jack;Martin Eden;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Martin Eden;London, Jack
Précaution - James Fenimore Cooper.epub;Cooper, James Fenimore;Précaution;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Précaution;Cooper, James Fenimore
Théorie de la propriété - Pierre-Joseph Proudhon.epub;Proudhon, Pierre-Joseph;Théorie de la propriété;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Théorie de la propriété;Proudhon, Pierre-Joseph
Périmètre de sécurité - Michael Pitre.epub;Pitre, Michael;Périmètre de sécurité;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Périmètre de sécurité;Pitre, Michael
Décorateur, Le - Skitalets.epub;Skitalets;Décorateur, Le;50;PROBABLE;R3: Auteur se termine par article défini;Décorateur, Le;Skitalets
Fantômes et Fantoches - Maurice Renard.epub;Renard, Maurice;Fantômes et Fantoches;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Fantômes et Fantoches;Renard, Maurice
Cavalier de bronze, Le - Pouchkine.epub;Pouchkine;Cavalier de bronze, Le;50;PROBABLE;R3: Auteur se termine par article défini;Cavalier de bronze, Le;Pouchkine
Rouge et le Noir (fiche de lecture complète), Le - Stendhal (henri Beyle).epub;Beyle), Stendhal (henri;Rouge et le Noir (fiche de lecture complète), Le;50;PROBABLE;R3: Auteur se termine par article défini;Rouge et le Noir (fiche de lecture complète), Le;Beyle), Stendhal (henri
Passage - Connie Willis.epub;Willis, Connie;Passage;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Passage;Willis, Connie
Mon frère - Daniel Pennac.epub;Pennac, Daniel;Mon frère;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Mon frère;Pennac, Daniel
Scandale Modigliani, Le - Ken Follett.epub;Ken Follett;Scandale Modigliani, Le;50;PROBABLE;R3: Auteur se termine par article défini;Scandale Modigliani, Le;Ken Follett
Quatre souris vertes - James Patterson.epub;Patterson, James;Quatre souris vertes;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Quatre souris vertes;Patterson, James
Darling Lilly - Michael Connelly.epub;Connelly, Michael;Darling Lilly;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Darling Lilly;Connelly, Michael
Absolution - Patrick Flanery.epub;Flanery, Patrick;Absolution;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Absolution;Flanery, Patrick
Mangeclous - Albert Cohen.epub;Cohen, Albert;Mangeclous;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Mangeclous;Cohen, Albert
libraire de la place aux Herbes, La - Eric de Kermel.epub;de Kermel, Eric;libraire de la place aux Herbes, La;50;PROBABLE;R3: Auteur se termine par article défini;libraire de la place aux Herbes, La;de Kermel, Eric
Cristallisation secrète - Yoko Ogawa.epub;Ogawa, Yoko;Cristallisation secrète;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Cristallisation secrète;Ogawa, Yoko
Allô, Hercule Poirot - Christie,Agatha.epub;Allô, Hercule Poirot;Christie,Agatha;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Christie,Agatha;Allô, Hercule Poirot
L’Assommoir - Émile Zola.epub;Zola, Émile;L’Assommoir;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;L’Assommoir;Zola, Émile
Bleu comme l'enfer - Philippe Djian.epub;Djian, Philippe;Bleu comme l'enfer;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Bleu comme l'enfer;Djian, Philippe
Colonel Chabert, Le - Honoré de Balzac.epub;de Balzac, Honoré;Colonel Chabert, Le;50;PROBABLE;R3: Auteur se termine par article défini;Colonel Chabert, Le;de Balzac, Honoré
Se résoudre aux adieux - Philippe Besson.epub;Besson, Philippe;Se résoudre aux adieux;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Se résoudre aux adieux;Besson, Philippe
FNA 0083 - Niourk - Stefan Wul.epub;Wul, Stefan;Niourk;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Niourk;Wul, Stefan
Taba-Taba - Patrick Deville.epub;Deville, Patrick;Taba-Taba;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Taba-Taba;Deville, Patrick
AMÉDÉE PIFLE, REPORTER - René Pujol.epub;Pujol, René;AMÉDÉE PIFLE, REPORTER;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;AMÉDÉE PIFLE, REPORTER;Pujol, René
Babbitt - Sinclair Lewis.epub;Lewis, Sinclair;Babbitt;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Babbitt;Lewis, Sinclair
Japoneries d’automne - Pierre Loti.epub;Loti, Pierre;Japoneries d’automne;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Japoneries d’automne;Loti, Pierre
Joe - Larry Brown.epub;Brown, Larry;Joe;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Joe;Brown, Larry
Tapis rouge - James Patterson.epub;Patterson, James;Tapis rouge;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Tapis rouge;Patterson, James
Vivre fatigue - Jean-Claude Izzo.epub;Izzo, Jean-Claude;Vivre fatigue;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Vivre fatigue;Izzo, Jean-Claude
Dans Ses Yeux - Eduardo Sacheri.epub;Sacheri, Eduardo;Dans Ses Yeux;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Dans Ses Yeux;Sacheri, Eduardo
Cygnes noirs - Gaïto Gazdanov.epub;Gazdanov, Gaïto;Cygnes noirs;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Cygnes noirs;Gazdanov, Gaïto
proscrits, Les - Honoré de Balzac.epub;de Balzac, Honoré;proscrits, Les;50;PROBABLE;R3: Auteur se termine par article défini;proscrits, Les;de Balzac, Honoré
Sula - Toni Morrison.epub;Morrison, Toni;Sula;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Sula;Morrison, Toni
Etudiant, L' - Tchekhov.epub;Tchekhov;Etudiant, L';50;PROBABLE;R3: Auteur se termine par article défini;Etudiant, L';Tchekhov
Gatsby - Francis Scott Fitzgerald.epub;Fitzgerald, Francis Scott;Gatsby;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Gatsby;Fitzgerald, Francis Scott
Libertango - Frédérique Deghelt.epub;Deghelt, Frédérique;Libertango;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Libertango;Deghelt, Frédérique
Constellation Du Chien, La - Peter Heller.epub;Peter Heller;Constellation Du Chien, La;50;PROBABLE;R3: Auteur se termine par article défini;Constellation Du Chien, La;Peter Heller
Bleu sang - Viviane Moore.epub;Moore, Viviane;Bleu sang;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Bleu sang;Moore, Viviane
Tortues à l’infini - John Green.epub;Green, John;Tortues à l’infini;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Tortues à l’infini;Green, John
Noeuds, Les - Le grand livre pratique v5.epub;Livres de France;Noeuds, Les;50;PROBABLE;R3: Auteur se termine par article défini;Noeuds, Les;Livres de France
trophées, Les - José-Maria de Heredia.epub;de Heredia, José-Maria;trophées, Les;50;PROBABLE;R3: Auteur se termine par article défini;trophées, Les;de Heredia, José-Maria
Colomba - Prosper Mérimée.epub;Mérimée, Prosper;Colomba;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Colomba;Mérimée, Prosper
Homicide mode d'emploi - Fredric Brown.epub;Brown, Fredric;Homicide mode d'emploi;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Homicide mode d'emploi;Brown, Fredric
Bossu, Le - Paul Féval (père).epub;(père), Paul Féval;Bossu, Le;50;PROBABLE;R3: Auteur se termine par article défini;Bossu, Le;(père), Paul Féval
Nova - Samuel R. Delany.epub;Delany, Samuel R.;Nova;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Nova;Delany, Samuel R.
Témoins De La Mariee, Les - Didier van Cauwelaert.epub;van Cauwelaert, Didier;Témoins De La Mariee, Les;50;PROBABLE;R3: Auteur se termine par article défini;Témoins De La Mariee, Les;van Cauwelaert, Didier
Beloved - Toni Morrison.epub;Morrison, Toni;Beloved;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Beloved;Morrison, Toni
Goldman sucks - Pascal Gregoire.epub;Gregoire, Pascal;Goldman sucks;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Goldman sucks;Gregoire, Pascal
Nana - Émile Zola.epub;Zola, Émile;Nana;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Nana;Zola, Émile
MEXICAINE, LA - Marie Bonaparte Wyse.epub;Wyse, Marie Bonaparte;MEXICAINE, LA;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;MEXICAINE, LA;Wyse, Marie Bonaparte
Nus - Jean-Bernard Pouy.epub;Pouy, Jean-Bernard;Nus;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Nus;Pouy, Jean-Bernard
Balcon sur la Méditerranée - Nedim Gürsel.epub;Gürsel, Nedim;Balcon sur la Méditerranée;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Balcon sur la Méditerranée;Gürsel, Nedim
Sauver Ispahan - Jean-Christophe Rufin.epub;Rufin, Jean-Christophe;Sauver Ispahan;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Sauver Ispahan;Rufin, Jean-Christophe
Toutes Nos Mères - Margherita Giacobino.epub;Giacobino, Margherita;Toutes Nos Mères;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Toutes Nos Mères;Giacobino, Margherita
Rue Darwin - Boualem Sansal.epub;Sansal, Boualem;Rue Darwin;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Rue Darwin;Sansal, Boualem
Ils désertent - Thierry Beinstingel.epub;Beinstingel, Thierry;Ils désertent;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Ils désertent;Beinstingel, Thierry
Moonbloom - Edward Lewis Wallant.epub;Wallant, Edward Lewis;Moonbloom;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Moonbloom;Wallant, Edward Lewis
Salut et liberté - Fred Vargas.epub;Vargas, Fred;Salut et liberté;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Salut et liberté;Vargas, Fred
Puissance des ténèbres, La - Tolstoï.epub;Tolstoï;Puissance des ténèbres, La;50;PROBABLE;R3: Auteur se termine par article défini;Puissance des ténèbres, La;Tolstoï
rire de la baleine - Taoufik Ben Brik, Le - Biographies.epub;Biographies;Taoufik Ben Brik, Le;50;PROBABLE;R3: Auteur se termine par article défini;Taoufik Ben Brik, Le;Biographies
Déracinée - Naomi Novik.epub;Novik, Naomi;Déracinée;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Déracinée;Novik, Naomi
Géométrie D'Un Rêve - Hubert Haddad.epub;Haddad, Hubert;Géométrie D'Un Rêve;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Géométrie D'Un Rêve;Haddad, Hubert
Vallée du désespoir, La - Gustave Le Rouge.epub;Le Rouge, Gustave;Vallée du désespoir, La;50;PROBABLE;R3: Auteur se termine par article défini;Vallée du désespoir, La;Le Rouge, Gustave
Love Song - Philippe Djian.epub;Djian, Philippe;Love Song;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Love Song;Djian, Philippe
Saint Salopard - Barbara Israël.epub;Israël, Barbara;Saint Salopard;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Saint Salopard;Israël, Barbara
Introduction a l'electronique analogique - Cours et exercices corriges - Tahar Neffati.epub;Neffati, Tahar;Cours et exercices corriges;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Cours et exercices corriges;Neffati, Tahar
Ce Que Savait Jennie - Gérard Mordillat.epub;Mordillat, Gérard;Ce Que Savait Jennie;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Ce Que Savait Jennie;Mordillat, Gérard
Quatre bêtes en une - Edgar Allan Poe.epub;Poe, Edgar Allan;Quatre bêtes en une;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Quatre bêtes en une;Poe, Edgar Allan
Phi Prob - Johann Zarca.epub;Zarca, Johann;Phi Prob;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Phi Prob;Zarca, Johann
Mellonta Tauta - Edgar Allan Poe.epub;Poe, Edgar Allan;Mellonta Tauta;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Mellonta Tauta;Poe, Edgar Allan
Monuments Men - Robert M. Edsel.epub;Edsel, Robert M.;Monuments Men;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Monuments Men;Edsel, Robert M.
Heaven - Mieko Kawakami.epub;Kawakami, Mieko;Heaven;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Heaven;Kawakami, Mieko
Edgar et Lucy - Victor Lodato.epub;Lodato, Victor;Edgar et Lucy;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Edgar et Lucy;Lodato, Victor
Dans les bois éternels - Fred Vargas.epub;Vargas, Fred;Dans les bois éternels;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Dans les bois éternels;Vargas, Fred
Sand,George [-57b] Consuelo - Tome 2 (1843) french.zzz.epub;Consuelo, Tome III (Dodo Press);Sand, George;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Sand, George;Consuelo, Tome III (Dodo Press)
Mille petits riens - Jodi Picoult.epub;Picoult, Jodi;Mille petits riens;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Mille petits riens;Picoult, Jodi
Fille du Juif-Errant, La - Paul Féval (père).epub;(père), Paul Féval;Fille du Juif-Errant, La;50;PROBABLE;R3: Auteur se termine par article défini;Fille du Juif-Errant, La;(père), Paul Féval
Pianissimo Pianissimo - Hitonari Tsuji.epub;Tsuji, Hitonari;Pianissimo Pianissimo;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Pianissimo Pianissimo;Tsuji, Hitonari
Moi, Alex Cross - James Patterson.epub;Patterson, James;Moi, Alex Cross;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Moi, Alex Cross;Patterson, James
