Fichier;Titre_actuel;Auteur_actuel;Score;Confiance;Règles;Titre_corrigé;Auteur_corrigé
Ombre du soleil_ Prix du quai des orfèvres 2006, L' - Christelle Maurin.epub;Maurin, Christelle;Ombre du soleil_ Prix du quai des orfèvres 2006, L';170;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR | Chiffres dans AUTEUR;Ombre du soleil_ Prix du quai des orfèvres 2006, L';Maurin, Christelle
Cinq Filles de Mrs Bennet (Orgueil et Préjugés), Les - Jane Austen.epub;Austen, Jane;Cinq Filles de Mrs Bennet (Orgueil et Préjugés), Les;130;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR;Cinq Filles de Mrs Bennet (Orgueil et Préjugés), Les;Austen, Jane
Nos lieux communs - Chloé Thomas.epub;Thomas, Chloé;Nos lieux communs;170;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Thomas' dans TITRE;Nos lieux communs;Thomas, Chloé
Dumas,Alexandre {père} [-092] Ingénue - Tome 2 (1853) french.zzz.epub;Dumas,Alexandre;Ingénue - Tome 2;110;CERTAIN;Auteur n'est pas au format standard | Chiffres dans AUTEUR | Mots-clés de titre dans AUTEUR;Ingénue - Tome 2;Dumas,Alexandre
Tolstoy,Lev Nikolayevich [] Anna Karenine - Tome 2 (1877) french.feed.epub;Tolstoy,Lev Nikolayevich;Anna Karenine - Tome 2;110;CERTAIN;Auteur n'est pas au format standard | Chiffres dans AUTEUR | Mots-clés de titre dans AUTEUR;Anna Karenine - Tome 2;Tolstoy,Lev Nikolayevich
Mémoire de mes putains tristes - Gabriel García Márquez.epub;Márquez, Gabriel García;Mémoire de mes putains tristes;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Márquez' dans TITRE;Mémoire de mes putains tristes;Márquez, Gabriel García
Au Sud De Nulle Part - Charles Bukowski.epub;Bukowski, Charles;Au Sud De Nulle Part;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Bukowski' dans TITRE;Au Sud De Nulle Part;Bukowski, Charles
Grant County 02 Au fil du rasoir - Karin Slaughter.epub;Slaughter, Karin;Grant County 02 Au fil du rasoir;150;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Chiffres dans AUTEUR;Grant County 02 Au fil du rasoir;Slaughter, Karin
Héritage des Templiers, L' - Steve Berry.epub;Berry, Steve;Héritage des Templiers, L';290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Berry' dans TITRE;Héritage des Templiers, L';Berry, Steve
Harem, Le - Frédérique Hébrard.epub;Hébrard, Frédérique;Harem, Le;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Hébrard' dans TITRE;Harem, Le;Hébrard, Frédérique
Assommoir, L' - Emile Zola.epub;Zola, Emile;Assommoir, L';290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Zola' dans TITRE;Assommoir, L';Zola, Emile
Glose - Juan José Saer.epub;Saer, Juan José;Glose;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Saer' dans TITRE;Glose;Saer, Juan José
Descente en enfer (Suspense) (French Edition) - Preston, Douglas & CHILD, lincoln.epub;Preston, Douglas & CHILD, lincoln;Descente en enfer (Suspense) (French Edition);110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Descente en enfer (Suspense) (French Edition);Preston, Douglas & CHILD, lincoln
Dégringolade, Tome 1, La - Émile Gaboriau.epub;Gaboriau, Émile;Dégringolade, Tome 1, La;210;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR | Chiffres dans AUTEUR | Mots-clés de titre dans AUTEUR;Dégringolade, Tome 1, La;Gaboriau, Émile
Peyrefitte,Alain [] C'était de Gaulle - Tome 3 (2000) french.zzz.epub;Peyrefitte,Alain;C'était de Gaulle - Tome 3;110;CERTAIN;Auteur n'est pas au format standard | Chiffres dans AUTEUR | Mots-clés de titre dans AUTEUR;C'était de Gaulle - Tome 3;Peyrefitte,Alain
Dickens,Charles [] Paris et Londres en 1793 - Le marquis de Saint-Evremont (1859) french.zzz.epub;Dickens,Charles;Paris et Londres en 1793 - Le marquis de Saint-Evremont;130;CERTAIN;Auteur n'est pas au format standard | Chiffres dans AUTEUR | Nom d'auteur connu 'Dickens' dans TITRE;Paris et Londres en 1793 - Le marquis de Saint-Evremont;Dickens,Charles
The Flamingo Rising - Larry Baker.epub;Baker, Larry;The Flamingo Rising;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;The Flamingo Rising;Baker, Larry
Dans le scriptorium (Lettres anglo-américaines) (French Edition) - Paul Auster.epub;Auster, Paul;Dans le scriptorium (Lettres anglo-américaines) (French Edition);270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Auster' dans TITRE;Dans le scriptorium (Lettres anglo-américaines) (French Edition);Auster, Paul
Promenade au phare, La - Virgina Woolf.epub;Woolf, Virgina;Promenade au phare, La;190;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Woolf' dans TITRE;Promenade au phare, La;Woolf, Virgina
Derrière la vitre - Robert Merle.epub;Merle, Robert;Derrière la vitre;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Merle' dans TITRE;Derrière la vitre;Merle, Robert
Après Maïda - Katharine Dion.epub;Dion, Katharine;Après Maïda;170;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Dion' dans TITRE;Après Maïda;Dion, Katharine
_. Les sœurs Vatard_. - Joris-Karl Huysmans.epub;Huysmans, Joris-Karl;_. Les sœurs Vatard_.;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Huysmans' dans TITRE;_. Les sœurs Vatard_.;Huysmans, Joris-Karl
Pour toi Nicolas - James Patterson.epub;Patterson, James;Pour toi Nicolas;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Patterson' dans TITRE;Pour toi Nicolas;Patterson, James
Ecrits pornographiques - Boris Vian.epub;Vian, Boris;Ecrits pornographiques;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Vian' dans TITRE;Ecrits pornographiques;Vian, Boris
Aux pieds de la sirène - Al Frey.epub;Frey, Al;Aux pieds de la sirène;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Frey' dans TITRE;Aux pieds de la sirène;Frey, Al
Futurs parfaits - Véronique Bizot.epub;Bizot, Véronique;Futurs parfaits;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Futurs parfaits;Bizot, Véronique
Ma Dévotion - Julia Kerninon.epub;Kerninon, Julia;Ma Dévotion;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Kerninon' dans TITRE;Ma Dévotion;Kerninon, Julia
Rupture de contrat - Harlan Coben.epub;Coben, Harlan;Rupture de contrat;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Rupture de contrat;Coben, Harlan
Ceux qui tombent - Michael Connelly.epub;Connelly, Michael;Ceux qui tombent;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Connelly' dans TITRE;Ceux qui tombent;Connelly, Michael
Profession Balance - Christopher Goffard.epub;Goffard, Christopher;Profession Balance;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Profession Balance;Goffard, Christopher
Rhum_ (_) - Blaise Cendrars.epub;Cendrars, Blaise;Rhum_ (_);110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Rhum_ (_);Cendrars, Blaise
Heureuse ou presque - Isabelle Lortholary.epub;Lortholary, Isabelle;Heureuse ou presque;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Heureuse ou presque;Lortholary, Isabelle
Pike - Benjamin Whitmer.epub;Whitmer, Benjamin;Pike;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Pike;Whitmer, Benjamin
Grant County 05 Sans foi ni loi - Karin Slaughter.epub;Slaughter, Karin;Grant County 05 Sans foi ni loi;150;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Chiffres dans AUTEUR;Grant County 05 Sans foi ni loi;Slaughter, Karin
Métropolice - Didier Daeninckx.epub;Daeninckx, Didier;Métropolice;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Daeninckx' dans TITRE;Métropolice;Daeninckx, Didier
Léonard et Gertrude - John Heinrich Pestalozzi.epub;Pestalozzi, John Heinrich;Léonard et Gertrude;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Léonard et Gertrude;Pestalozzi, John Heinrich
Virage à quatre-vingts - Henry Miller.epub;Miller, Henry;Virage à quatre-vingts;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Miller' dans TITRE;Virage à quatre-vingts;Miller, Henry
Zoulheikha ouvre les yeux - Gouzel Iakhina.epub;Iakhina, Gouzel;Zoulheikha ouvre les yeux;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Zoulheikha ouvre les yeux;Iakhina, Gouzel
The Girls - Emma Cline.epub;Cline, Emma;The Girls;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;The Girls;Cline, Emma
Croisade sans croix - Arthur Koestler.epub;Koestler, Arthur;Croisade sans croix;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Croisade sans croix;Koestler, Arthur
Baiser féroce - Roberto Saviano.epub;Saviano, Roberto;Baiser féroce;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Baiser féroce;Saviano, Roberto
EN CORPS INCONNU - GALVAN Béatrice.epub;Béatrice, GALVAN;EN CORPS INCONNU;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;EN CORPS INCONNU;Béatrice, GALVAN
Table-aux-Crevés, La - Marcel Aymé.epub;Aymé, Marcel;Table-aux-Crevés, La;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Aymé' dans TITRE;Table-aux-Crevés, La;Aymé, Marcel
Vendredi, ou, Les limbes du Pacifique _. - Michel Tournier.epub;Tournier, Michel;Vendredi, ou, Les limbes du Pacifique _.;240;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Nom d'auteur connu 'Tournier' dans TITRE;Vendredi, ou, Les limbes du Pacifique _.;Tournier, Michel
Sailor et Lula - Barry Gifford.epub;Gifford, Barry;Sailor et Lula;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Sailor et Lula;Gifford, Barry
Quartier général du bruit - Christophe Bataille.epub;Bataille, Christophe;Quartier général du bruit;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Quartier général du bruit;Bataille, Christophe
À coups de pelle - Cynan Jones.epub;Jones, Cynan;À coups de pelle;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;À coups de pelle;Jones, Cynan
C'Est Egal - Agota Kristof.epub;Kristof, Agota;C'Est Egal;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;C'Est Egal;Kristof, Agota
Vérité à la lumière de l'aube, La - Ernest Hemingway.epub;Hemingway, Ernest;Vérité à la lumière de l'aube, La;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Hemingway' dans TITRE;Vérité à la lumière de l'aube, La;Hemingway, Ernest
Domaine d’Arnheim, Le - Edgar Allan Poe.epub;Poe, Edgar Allan;Domaine d’Arnheim, Le;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Poe' dans TITRE;Domaine d’Arnheim, Le;Poe, Edgar Allan
Mornes saisons - Haruo Satô.epub;Satô, Haruo;Mornes saisons;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Mornes saisons;Satô, Haruo
Piscine, les abeilles, la grossesse, La - Yôko Ogawa.epub;Ogawa, Yôko;Piscine, les abeilles, la grossesse, La;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Ogawa' dans TITRE;Piscine, les abeilles, la grossesse, La;Ogawa, Yôko
Corrosion - Jon Bassoff.epub;Bassoff, Jon;Corrosion;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Corrosion;Bassoff, Jon
Dans la dèche au Royaume Enchanté - Cory Doctorow.epub;Doctorow, Cory;Dans la dèche au Royaume Enchanté;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Dans la dèche au Royaume Enchanté;Doctorow, Cory
Douleur porte un costume de plumes (Cadre vert) (French Edition), La - Max Porter.epub;Porter, Max;Douleur porte un costume de plumes (Cadre vert) (French Edition), La;130;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR;Douleur porte un costume de plumes (Cadre vert) (French Edition), La;Porter, Max
Azteca - Gary Jennings.epub;Jennings, Gary;Azteca;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Azteca;Jennings, Gary
Lys et la Pourpre, Le - Robert Merle.epub;Merle, Robert;Lys et la Pourpre, Le;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Merle' dans TITRE;Lys et la Pourpre, Le;Merle, Robert
Barre-y-va, La - Maurice Leblanc.epub;Leblanc, Maurice;Barre-y-va, La;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Leblanc' dans TITRE;Barre-y-va, La;Leblanc, Maurice
Trappeurs de l'Arkansas, Le - Gustave Aimard.epub;Aimard, Gustave;Trappeurs de l'Arkansas, Le;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Aimard' dans TITRE;Trappeurs de l'Arkansas, Le;Aimard, Gustave
Dernière des Stanfield (French Edition), La - Marc Levy.epub;Levy, Marc;Dernière des Stanfield (French Edition), La;190;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Levy' dans TITRE;Dernière des Stanfield (French Edition), La;Levy, Marc
Adieu sans fin - Wolfgang Hermann.epub;Hermann, Wolfgang;Adieu sans fin;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Adieu sans fin;Hermann, Wolfgang
Et on tuera tous les affreux - Boris Vian.epub;Vian, Boris;Et on tuera tous les affreux;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Vian' dans TITRE;Et on tuera tous les affreux;Vian, Boris
Paradis éphémères à travers l'Orient - Donald Richie.epub;Richie, Donald;Paradis éphémères à travers l'Orient;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Paradis éphémères à travers l'Orient;Richie, Donald
Thérèse Raquin - Emile Zola.epub;Zola, Emile;Thérèse Raquin;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Zola' dans TITRE;Thérèse Raquin;Zola, Emile
Cirque passe, Un - Patrick Modiano.epub;Modiano, Patrick;Cirque passe, Un;240;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Nom d'auteur connu 'Modiano' dans TITRE;Cirque passe, Un;Modiano, Patrick
Methode de Musculation - Optimisation Turbo.epub;Turbo, Optimisation;Methode de Musculation;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Methode de Musculation;Turbo, Optimisation
Démarcheur, Le - Éric Chevillard.epub;Chevillard, Éric;Démarcheur, Le;130;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR;Démarcheur, Le;Chevillard, Éric
Fêtes galantes, La Bonne Chanson, précédés des Amies - Paul Verlaine.epub;Verlaine, Paul;Fêtes galantes, La Bonne Chanson, précédés des Amies;240;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Nom d'auteur connu 'Verlaine' dans TITRE;Fêtes galantes, La Bonne Chanson, précédés des Amies;Verlaine, Paul
Phobies - Judith Kelman.epub;Kelman, Judith;Phobies;170;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Kelman' dans TITRE;Phobies;Kelman, Judith
En sifflotant - Shûsaku Endô.epub;Endô, Shûsaku;En sifflotant;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Endô' dans TITRE;En sifflotant;Endô, Shûsaku
Made in Trenton - Tadzio Koelb.epub;Koelb, Tadzio;Made in Trenton;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Made in Trenton;Koelb, Tadzio
Rude Hiver, Un - Queneau Raymond.epub;Raymond, Queneau;Rude Hiver, Un;140;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Nom d'auteur connu 'Raymond' dans TITRE;Rude Hiver, Un;Raymond, Queneau
Celle que vous croyez - Camille Laurens.epub;Laurens, Camille;Celle que vous croyez;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Celle que vous croyez;Laurens, Camille
Flamandes. [Lithographies de] Steinlen. É. Verhaeren, Les - Émile Verhaeren.epub;Verhaeren, Émile;Flamandes. [Lithographies de] Steinlen. É. Verhaeren, Les;130;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR;Flamandes. [Lithographies de] Steinlen. É. Verhaeren, Les;Verhaeren, Émile
Ton coeur comme un poing - Sunil Yapa.epub;Yapa, Sunil;Ton coeur comme un poing;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Ton coeur comme un poing;Yapa, Sunil
Vacances d’un serial killer, Les - Nadine Monfils.epub;Monfils, Nadine;Vacances d’un serial killer, Les;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Monfils' dans TITRE;Vacances d’un serial killer, Les;Monfils, Nadine
Cette chose étrange en moi - Orhan Pamuk.epub;Pamuk, Orhan;Cette chose étrange en moi;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Pamuk' dans TITRE;Cette chose étrange en moi;Pamuk, Orhan
Tokyo Express - Seichô Matsumoto.epub;Matsumoto, Seichô;Tokyo Express;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Tokyo Express;Matsumoto, Seichô
Métaphore se déplace, La - Haruki Murakami.epub;Murakami, Haruki;Métaphore se déplace, La;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Murakami' dans TITRE;Métaphore se déplace, La;Murakami, Haruki
Makhno et sa juive - Joseph Kessel.epub;Kessel, Joseph;Makhno et sa juive;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Kessel' dans TITRE;Makhno et sa juive;Kessel, Joseph
Coulez mes larmes, dit le policier - Philip K. Dick.epub;Dick, Philip K.;Coulez mes larmes, dit le policier;240;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Nom d'auteur connu 'Dick' dans TITRE;Coulez mes larmes, dit le policier;Dick, Philip K.
Fenêtres de Manhattan - Antonio Muñoz Molina.epub;Molina, Antonio Muñoz;Fenêtres de Manhattan;170;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Molina' dans TITRE;Fenêtres de Manhattan;Molina, Antonio Muñoz
Je suis une légende - Richard Matheson.epub;Matheson, Richard;Je suis une légende;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Matheson' dans TITRE;Je suis une légende;Matheson, Richard
Mourir est un enchantement - Yasmine Chami.epub;Chami, Yasmine;Mourir est un enchantement;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Mourir est un enchantement;Chami, Yasmine
W ou Le souvenir d'enfance - Georges Perec.epub;Perec, Georges;W ou Le souvenir d'enfance;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Perec' dans TITRE;W ou Le souvenir d'enfance;Perec, Georges
Fallait pas commencer T2 - Jean Failler.epub;Failler, Jean;Fallait pas commencer T2;150;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Chiffres dans AUTEUR;Fallait pas commencer T2;Failler, Jean
Decompression_ A Novel - Juli Zeh.epub;Zeh, Juli;Decompression_ A Novel;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Decompression_ A Novel;Zeh, Juli
Américain bien tranquille, Un - Graham Greene.epub;Greene, Graham;Américain bien tranquille, Un;240;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Nom d'auteur connu 'Greene' dans TITRE;Américain bien tranquille, Un;Greene, Graham
Confrérie Des Chasseurs De Livres, La - Raphael Jerusalmy.epub;Jerusalmy, Raphael;Confrérie Des Chasseurs De Livres, La;130;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR;Confrérie Des Chasseurs De Livres, La;Jerusalmy, Raphael
Derniers récits - Oscar Huguenin.epub;Huguenin, Oscar;Derniers récits;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Huguenin' dans TITRE;Derniers récits;Huguenin, Oscar
Chroniques du menteur - Boris Vian.epub;Vian, Boris;Chroniques du menteur;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Vian' dans TITRE;Chroniques du menteur;Vian, Boris
Simmons,Dan [Les cantos d'Hypérion-06] Endymion - Tome 2 (1995) french.Alex.epub;Simmons,Dan;Endymion - Tome 2;110;CERTAIN;Auteur n'est pas au format standard | Chiffres dans AUTEUR | Mots-clés de titre dans AUTEUR;Endymion - Tome 2;Simmons,Dan
"Gemmell,David A. [Drenaï-03] Waylander 3 ; le héros dans l'ombre (2000) french.zzz.epub";Gemmell,David A.;"Waylander 3 ; le héros dans l'ombre";130;CERTAIN;Auteur n'est pas au format standard | Chiffres dans AUTEUR | Nom d'auteur connu 'Gemmell' dans TITRE;"Waylander 3 ; le héros dans l'ombre";Gemmell,David A.
Goupil à Margot, De - Louis Pergaud.epub;Pergaud, Louis;Goupil à Margot, De;240;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Nom d'auteur connu 'Pergaud' dans TITRE;Goupil à Margot, De;Pergaud, Louis
Il Cobra - Frederick Forsyth.epub;Forsyth, Frederick;Il Cobra;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Forsyth' dans TITRE;Il Cobra;Forsyth, Frederick
Coelho,Paulo [] Guerrier de lumière - Tome 3 (2008) french.feed.epub;Coelho,Paulo;Guerrier de lumière - Tome 3;170;CERTAIN;Auteur n'est pas au format standard | Chiffres dans AUTEUR | Mots-clés de titre dans AUTEUR | Nom d'auteur connu 'Coelho' dans TITRE;Guerrier de lumière - Tome 3;Coelho,Paulo
Hordes, Les - Jacques Zelde.epub;Zelde, Jacques;Hordes, Les;130;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR;Hordes, Les;Zelde, Jacques
Coran, Le - Deroche Francois.epub;Francois, Deroche;Coran, Le;190;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Francois' dans TITRE;Coran, Le;Francois, Deroche
Polémiques - Benoît Duteurtre.epub;Duteurtre, Benoît;Polémiques;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Duteurtre' dans TITRE;Polémiques;Duteurtre, Benoît
Maltournée, La - T Combe.epub;Combe, T;Maltournée, La;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Combe' dans TITRE;Maltournée, La;Combe, T
Monastère oublié, Le - Steve Berry.epub;Berry, Steve;Monastère oublié, Le;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Berry' dans TITRE;Monastère oublié, Le;Berry, Steve
Celui qui dansait sur les tombes - James Patterson.epub;Patterson, James;Celui qui dansait sur les tombes;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Patterson' dans TITRE;Celui qui dansait sur les tombes;Patterson, James
