Fichier;Titre_actuel;Auteur_actuel;Score;Confiance;Règles;Titre_corrigé;Auteur_corrigé
Ile Atlantique, L' - Tony Duvert.epub;Duvert, Tony;Ile Atlantique, L';130;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR;Ile Atlantique, L';Duvert, Tony
Tzaprenko,Boris [] Conflit génétique - Partie 1 (2010) Science-fiction .F.epub;Tzaprenko,Boris;Conflit génétique - Partie 1;110;CERTAIN;Auteur n'est pas au format standard | Chiffres dans AUTEUR | Mots-clés de titre dans AUTEUR;Conflit génétique - Partie 1;Tzaprenko,Boris
Notre agent à La Havane - Graham Greene.epub;Greene, Graham;Notre agent à La Havane;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Greene' dans TITRE;Notre agent à La Havane;Greene, Graham
Dumas,Alexandre {père} [-065] Joseph Balsamo - Tome 3 (1846) french.zzz.epub;Dumas,Alexandre;Joseph Balsamo - Tome 3;110;CERTAIN;Auteur n'est pas au format standard | Chiffres dans AUTEUR | Mots-clés de titre dans AUTEUR;Joseph Balsamo - Tome 3;Dumas,Alexandre
Borgia ! - Michel Zévaco.epub;Zévaco, Michel;Borgia !;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Zévaco' dans TITRE;Borgia !;Zévaco, Michel
Paris-Austerlitz - Rafael Chirbes.epub;Chirbes, Rafael;Paris-Austerlitz;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Paris-Austerlitz;Chirbes, Rafael
Yeux Noirs - Frédéric Boyer.epub;Boyer, Frédéric;Yeux Noirs;170;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Boyer' dans TITRE;Yeux Noirs;Boyer, Frédéric
Sous les lunes de Jupiter - Anuradha Roy.epub;Roy, Anuradha;Sous les lunes de Jupiter;170;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Roy' dans TITRE;Sous les lunes de Jupiter;Roy, Anuradha
Nana. - Paris, Marpon et Flammarion o.J. 524 S. - Emile Zola.epub;Zola, Emile;Paris, Marpon et Flammarion o.J. 524 S.;280;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Chiffres dans AUTEUR | Nom d'auteur connu 'Zola' dans TITRE;Paris, Marpon et Flammarion o.J. 524 S.;Zola, Emile
Crime de Lord Arthur Savile, Le - Oscar Wilde.epub;Wilde, Oscar;Crime de Lord Arthur Savile, Le;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Wilde' dans TITRE;Crime de Lord Arthur Savile, Le;Wilde, Oscar
HERBE ROUGE, L’ - Boris Vian.epub;Vian, Boris;HERBE ROUGE, L’;240;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Nom d'auteur connu 'Vian' dans TITRE;HERBE ROUGE, L’;Vian, Boris
Sous haute tension - Harlan Coben.epub;Coben, Harlan;Sous haute tension;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Sous haute tension;Coben, Harlan
Duc de l’Omelette, Le - Edgar Allan Poe.epub;Poe, Edgar Allan;Duc de l’Omelette, Le;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Poe' dans TITRE;Duc de l’Omelette, Le;Poe, Edgar Allan
Grand Palindrome de Georges Perec, Le - Perec Georges.epub;Georges, Perec;Grand Palindrome de Georges Perec, Le;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Georges' dans TITRE;Grand Palindrome de Georges Perec, Le;Georges, Perec
RIEN NE VA PLUS - Kennedy Douglas.epub;Douglas, Kennedy;RIEN NE VA PLUS;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Douglas' dans TITRE;RIEN NE VA PLUS;Douglas, Kennedy
Jusqu'à l'aube - Albrecht Goes.epub;Goes, Albrecht;Jusqu'à l'aube;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Jusqu'à l'aube;Goes, Albrecht
Extrait des rapports d’un agent de police - Charles Barbara.epub;Barbara, Charles;Extrait des rapports d’un agent de police;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Barbara' dans TITRE;Extrait des rapports d’un agent de police;Barbara, Charles
Anna, soror_. - Marguerite Yourcenar.epub;Yourcenar, Marguerite;Anna, soror_.;240;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Nom d'auteur connu 'Yourcenar' dans TITRE;Anna, soror_.;Yourcenar, Marguerite
Notes de Hiroshima - Kenzaburô Ôé.epub;Ôé, Kenzaburô;Notes de Hiroshima;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Ôé' dans TITRE;Notes de Hiroshima;Ôé, Kenzaburô
Defoe,Daniel [] Robinson Crusoe - Tome 1 (1836) french.feed.epub;Defoe,Daniel;Robinson Crusoe - Tome 1;110;CERTAIN;Auteur n'est pas au format standard | Chiffres dans AUTEUR | Mots-clés de titre dans AUTEUR;Robinson Crusoe - Tome 1;Defoe,Daniel
Management et sciences cognitiv - Bouvier Alain.epub;Alain, Bouvier;Management et sciences cognitiv;170;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Alain' dans TITRE;Management et sciences cognitiv;Alain, Bouvier
Blanche ou l'oubli - Louis Aragon.epub;Aragon, Louis;Blanche ou l'oubli;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Aragon' dans TITRE;Blanche ou l'oubli;Aragon, Louis
Faute de preuves - Harlan Coben.epub;Coben, Harlan;Faute de preuves;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Faute de preuves;Coben, Harlan
Sylvius (Folio) (French Edition) - Henri Bosco.epub;Bosco, Henri;Sylvius (Folio) (French Edition);270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Bosco' dans TITRE;Sylvius (Folio) (French Edition);Bosco, Henri
Monsieur Ibrahim et les fleurs du Coran - Eric-Emmanuel Schmitt.epub;Schmitt, Eric-Emmanuel;Monsieur Ibrahim et les fleurs du Coran;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Schmitt' dans TITRE;Monsieur Ibrahim et les fleurs du Coran;Schmitt, Eric-Emmanuel
Sociologie des migrations - Mazzella Sylvie.epub;Sylvie, Mazzella;Sociologie des migrations;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Sociologie des migrations;Sylvie, Mazzella
Mon chat Yugoslavia - Pajtim Statovci.epub;Statovci, Pajtim;Mon chat Yugoslavia;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Mon chat Yugoslavia;Statovci, Pajtim
Maître et Marguerite, Le - Mikhaïl Boulgakov.epub;Boulgakov, Mikhaïl;Maître et Marguerite, Le;130;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR;Maître et Marguerite, Le;Boulgakov, Mikhaïl
Businessman, Le - Thomas Disch.epub;Disch, Thomas;Businessman, Le;190;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Disch' dans TITRE;Businessman, Le;Disch, Thomas
Itinéraire spiritueux - Gérard Oberlé.epub;Oberlé, Gérard;Itinéraire spiritueux;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Oberlé' dans TITRE;Itinéraire spiritueux;Oberlé, Gérard
Salut Marie - Antoine Sénanque.epub;Sénanque, Antoine;Salut Marie;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Salut Marie;Sénanque, Antoine
Apocalypse bébé - Virginie Despentes.epub;Despentes, Virginie;Apocalypse bébé;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Despentes' dans TITRE;Apocalypse bébé;Despentes, Virginie
Kabukicho - Dominique Sylvain.epub;Sylvain, Dominique;Kabukicho;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Sylvain' dans TITRE;Kabukicho;Sylvain, Dominique
Pressentiment, Le - Emmanuel Bove.epub;Bove, Emmanuel;Pressentiment, Le;130;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR;Pressentiment, Le;Bove, Emmanuel
Quête du Graal tome 5, La - Jean Markale.epub;Markale, Jean;Quête du Graal tome 5, La;170;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR | Chiffres dans AUTEUR;Quête du Graal tome 5, La;Markale, Jean
Par-delà la pluie - Victor Del Arbol.epub;Arbol, Victor Del;Par-delà la pluie;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Par-delà la pluie;Arbol, Victor Del
Hotel Bristol - Michel Tremblay.epub;Tremblay, Michel;Hotel Bristol;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Tremblay' dans TITRE;Hotel Bristol;Tremblay, Michel
Livre de Blaise, Le - Philippe Monnier.epub;Monnier, Philippe;Livre de Blaise, Le;130;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR;Livre de Blaise, Le;Monnier, Philippe
Article 353 du code pénal - Tanguy Viel.epub;Viel, Tanguy;Article 353 du code pénal;150;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Chiffres dans AUTEUR;Article 353 du code pénal;Viel, Tanguy
Zone de non-droit - Alex Berg.epub;Berg, Alex;Zone de non-droit;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Zone de non-droit;Berg, Alex
Peste, La - Albert Camus.epub;Camus, Albert;Peste, La;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Camus' dans TITRE;Peste, La;Camus, Albert
Simon le pathétique - Jean Giraudoux.epub;Giraudoux, Jean;Simon le pathétique;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Giraudoux' dans TITRE;Simon le pathétique;Giraudoux, Jean
Sale boulot - Larry Brown.epub;Brown, Larry;Sale boulot;170;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Brown' dans TITRE;Sale boulot;Brown, Larry
Sud Lointain_ Le Courrier de Saigon - Erwan Bergot.epub;Bergot, Erwan;Sud Lointain_ Le Courrier de Saigon;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Bergot' dans TITRE;Sud Lointain_ Le Courrier de Saigon;Bergot, Erwan
Chaos (French Edition) - Luca Tahtieazym.epub;Tahtieazym, Luca;Chaos (French Edition);110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Chaos (French Edition);Tahtieazym, Luca
Déserteur - Bergmann Boris.epub;Boris, Bergmann;Déserteur;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Déserteur;Boris, Bergmann
Cure fatale - Robin Cook.epub;Cook, Robin;Cure fatale;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Cook' dans TITRE;Cure fatale;Cook, Robin
Cantique de la racaille Opus 2 - Vincent Ravalec.epub;Ravalec, Vincent;Cantique de la racaille Opus 2;150;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Chiffres dans AUTEUR;Cantique de la racaille Opus 2;Ravalec, Vincent
Fantômes et farfafouilles - Fredric Brown.epub;Brown, Fredric;Fantômes et farfafouilles;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Brown' dans TITRE;Fantômes et farfafouilles;Brown, Fredric
Tropical Animal - Pedro Juan Gutierrez.epub;Gutierrez, Pedro Juan;Tropical Animal;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Gutierrez' dans TITRE;Tropical Animal;Gutierrez, Pedro Juan
Adieu Cayenne - Albert Londres.epub;Londres, Albert;Adieu Cayenne;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Adieu Cayenne;Londres, Albert
Prohartchine - Fyodor Mikhailovich Dostoyevsky.epub;Dostoyevsky, Fyodor Mikhailovich;Prohartchine;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Dostoyevsky' dans TITRE;Prohartchine;Dostoyevsky, Fyodor Mikhailovich
Junky - William S. Burroughs.epub;Burroughs, William S.;Junky;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Junky;Burroughs, William S.
Celui qui ne dormait pas - Alessio Viola.epub;Viola, Alessio;Celui qui ne dormait pas;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Celui qui ne dormait pas;Viola, Alessio
Killbox - Ann Aguirre.epub;Aguirre, Ann;Killbox;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Killbox;Aguirre, Ann
Corysandre (French) - Hector Malot.epub;Malot, Hector;Corysandre (French);270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Malot' dans TITRE;Corysandre (French);Malot, Hector
Aveu de faiblesses - Frédéric Viguier.epub;Viguier, Frédéric;Aveu de faiblesses;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Aveu de faiblesses;Viguier, Frédéric
Hommage à la Catalogne (1936-1937) - George Orwell.epub;Orwell, George;Hommage à la Catalogne (1936-1937);310;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Chiffres dans AUTEUR | Nom d'auteur connu 'Orwell' dans TITRE;Hommage à la Catalogne (1936-1937);Orwell, George
Sherlock Holmes - Arthur Conan Doyle.epub;Doyle, Arthur Conan;Sherlock Holmes;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Sherlock Holmes;Doyle, Arthur Conan
Drame Au Labrador, Un - Vinceslas-Eugène Dick.epub;Dick, Vinceslas-Eugène;Drame Au Labrador, Un;140;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Nom d'auteur connu 'Dick' dans TITRE;Drame Au Labrador, Un;Dick, Vinceslas-Eugène
Barker,Clive [Livre de sang-03] Confessions d'un linceul... - 5 nouvelles (.) Fantastique,Epouvante .Z.epub;Barker,Clive;Confessions d'un linceul... - 5 nouvelles (.) Fantastique,Epouvante .Z;100;CERTAIN;Chiffres dans AUTEUR | Nom d'auteur connu 'Barker' dans TITRE;Confessions d'un linceul... - 5 nouvelles (.) Fantastique,Epouvante .Z;Barker,Clive
Timebox - Boris Koslowski.epub;Koslowski, Boris;Timebox;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Timebox;Koslowski, Boris
Provocation et autres récits, La - Ismail Kadaré.epub;Kadaré, Ismail;Provocation et autres récits, La;130;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR;Provocation et autres récits, La;Kadaré, Ismail
Bacille, Le - Arnould Galopin.epub;Galopin, Arnould;Bacille, Le;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Galopin' dans TITRE;Bacille, Le;Galopin, Arnould
Premier regard - Nicholas Sparks.epub;Sparks, Nicholas;Premier regard;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Sparks' dans TITRE;Premier regard;Sparks, Nicholas
Abdallah le cruel - Patrick Girard.epub;Girard, Patrick;Abdallah le cruel;170;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Girard' dans TITRE;Abdallah le cruel;Girard, Patrick
Désintégration - Emmanuelle Richard.epub;Richard, Emmanuelle;Désintégration;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Désintégration;Richard, Emmanuelle
Élargissement du poème, L' - Jean-Christophe Bailly.epub;Bailly, Jean-Christophe;Élargissement du poème, L';290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Bailly' dans TITRE;Élargissement du poème, L';Bailly, Jean-Christophe
Pour Un Oui Ou Pour Un Non - Nathalie Sarraute.epub;Sarraute, Nathalie;Pour Un Oui Ou Pour Un Non;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Sarraute' dans TITRE;Pour Un Oui Ou Pour Un Non;Sarraute, Nathalie
Wasurenagusa - Aki Shimazaki.epub;Shimazaki, Aki;Wasurenagusa;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Shimazaki' dans TITRE;Wasurenagusa;Shimazaki, Aki
Ami commun - Tome I, L' - Charles Dickens.epub;Dickens, Charles;Tome I, L';330;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Mots-clés de titre dans AUTEUR | Nom d'auteur connu 'Dickens' dans TITRE;Tome I, L';Dickens, Charles
Au bonheur des dames - Émile Zola.epub;Zola, Émile;Au bonheur des dames;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Zola' dans TITRE;Au bonheur des dames;Zola, Émile
Passeur, Le - Lois Lowry.epub;Lowry, Lois;Passeur, Le;130;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR;Passeur, Le;Lowry, Lois
Forteresse digitale - Dan Brown.epub;Brown, Dan;Forteresse digitale;170;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Brown' dans TITRE;Forteresse digitale;Brown, Dan
Trêve, La - Primo Levi.epub;Levi, Primo;Trêve, La;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Levi' dans TITRE;Trêve, La;Levi, Primo
Huguenin,Gauthier [] Marion 13 ans (.) french.zzz .epub;Huguenin,Gauthier;Marion 13 ans (.);130;CERTAIN;Auteur n'est pas au format standard | Chiffres dans AUTEUR | Nom d'auteur connu 'Huguenin' dans TITRE;Marion 13 ans (.);Huguenin,Gauthier
Alsace-Lorraine pendant la gu, L' - Rigoulot Pierre.epub;Pierre, Rigoulot;Alsace-Lorraine pendant la gu, L';190;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Pierre' dans TITRE;Alsace-Lorraine pendant la gu, L';Pierre, Rigoulot
Affaire Lerouge, L' - Émile Gaboriau.epub;Gaboriau, Émile;Affaire Lerouge, L';130;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR;Affaire Lerouge, L';Gaboriau, Émile
Jazz Palace - Mary Morris.epub;Morris, Mary;Jazz Palace;170;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Morris' dans TITRE;Jazz Palace;Morris, Mary
Anges meurent de nos blessures, Les - Yasmina Khadra.epub;Khadra, Yasmina;Anges meurent de nos blessures, Les;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Khadra' dans TITRE;Anges meurent de nos blessures, Les;Khadra, Yasmina
Conrad,Joseph [] Lord Jim [1924) french.zzz.epub;Conrad,Joseph;Lord Jim [1924);130;CERTAIN;Auteur n'est pas au format standard | Chiffres dans AUTEUR | Nom d'auteur connu 'Conrad' dans TITRE;Lord Jim [1924);Conrad,Joseph
Carnets du sous-sol (Actes Sud), Le - Fédor Dostoïevski.epub;Dostoïevski, Fédor;Carnets du sous-sol (Actes Sud), Le;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Dostoïevski' dans TITRE;Carnets du sous-sol (Actes Sud), Le;Dostoïevski, Fédor
Ton père - Christophe Honoré.epub;Honoré, Christophe;Ton père;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Ton père;Honoré, Christophe
Sagesse – Savoir vivre au pied d’un volcan - Michel Onfray.epub;Onfray, Michel;Sagesse – Savoir vivre au pied d’un volcan;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Onfray' dans TITRE;Sagesse – Savoir vivre au pied d’un volcan;Onfray, Michel
Enjeu, L' - Angela Behelle.epub;Behelle, Angela;Enjeu, L';290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Behelle' dans TITRE;Enjeu, L';Behelle, Angela
Volte-face - Michael Connelly.epub;Connelly, Michael;Volte-face;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Connelly' dans TITRE;Volte-face;Connelly, Michael
Bon rétablissement - Marie-Sabine Roger.epub;Roger, Marie-Sabine;Bon rétablissement;170;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Roger' dans TITRE;Bon rétablissement;Roger, Marie-Sabine
Promenades et intérieurs - François Coppée.epub;Coppée, François;Promenades et intérieurs;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Promenades et intérieurs;Coppée, François
Dumas,Alexandre {père} [-065] Joseph Balsamo - Tome 4 (1846) french.feed.epub;Dumas,Alexandre;Joseph Balsamo - Tome 4;110;CERTAIN;Auteur n'est pas au format standard | Chiffres dans AUTEUR | Mots-clés de titre dans AUTEUR;Joseph Balsamo - Tome 4;Dumas,Alexandre
Deux veuves pour un testament - Donna Leon.epub;Leon, Donna;Deux veuves pour un testament;170;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Leon' dans TITRE;Deux veuves pour un testament;Leon, Donna
Avec vue sur l'Arno - Edward Morgan Forster.epub;Forster, Edward Morgan;Avec vue sur l'Arno;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Forster' dans TITRE;Avec vue sur l'Arno;Forster, Edward Morgan
Jérusalem - Alan Moore.epub;Moore, Alan;Jérusalem;170;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Moore' dans TITRE;Jérusalem;Moore, Alan
Infinie comédie, L' - David Foster Wallace.epub;Wallace, David Foster;Infinie comédie, L';190;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Wallace' dans TITRE;Infinie comédie, L';Wallace, David Foster
Aventures merveilleuses mais authentiques du Capiine Corcoran - Première partie - Alfred Assollant.epub;Assollant, Alfred;Première partie;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Première partie;Assollant, Alfred
Uranus - Marcel Aymé.epub;Aymé, Marcel;Uranus;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Aymé' dans TITRE;Uranus;Aymé, Marcel
Garden House_ A Novel - Eno Obong.epub;Obong, Eno;Garden House_ A Novel;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Garden House_ A Novel;Obong, Eno
Pluie noire - Masuji Ibuse.epub;Ibuse, Masuji;Pluie noire;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Pluie noire;Ibuse, Masuji
Tolstoï,Léon {comte Tolstoï,Lev Nikolaïevich} [] Anna Karenine - Tome 1 (1877) french.feed.epub;Tolstoï,Léon;Anna Karenine - Tome 1;170;CERTAIN;Auteur n'est pas au format standard | Chiffres dans AUTEUR | Mots-clés de titre dans AUTEUR | Nom d'auteur connu 'Tolstoï' dans TITRE;Anna Karenine - Tome 1;Tolstoï,Léon
Autre comme moi, L' - José Saramago.epub;Saramago, José;Autre comme moi, L';290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Saramago' dans TITRE;Autre comme moi, L';Saramago, José
Via delle Oche - Carlo Lucarelli.epub;Lucarelli, Carlo;Via delle Oche;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Lucarelli' dans TITRE;Via delle Oche;Lucarelli, Carlo
Beigbeder,Frédéric [R-02] Vacances dans le coma 1994) french.zzz.epub;Beigbeder,Frédéric;Vacances dans le coma 1994);130;CERTAIN;Auteur n'est pas au format standard | Chiffres dans AUTEUR | Nom d'auteur connu 'Beigbeder' dans TITRE;Vacances dans le coma 1994);Beigbeder,Frédéric
