Fichier;Titre_actuel;Auteur_actuel;Score;Confiance;Règles;Titre_corrigé;Auteur_corrigé
Murakami,Haruki [R-06] Danse, danse, danse (1988) french.Alex.epub;Murakami,Haruki;Danse, danse, danse;60;PROBABLE;Nom d'auteur connu 'Murakami' dans TITRE;Danse, danse, danse;Murakami,Haruki
Guieu,Jimmy [-104-Les chevaliers de lumière-28] Plan d'extermination (.) Science-fiction .Z.epub;Guieu,Jimmy;Plan d'extermination (.);90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Guieu' dans TITRE;Plan d'extermination (.);Guieu,Jimmy
Guieu,Jimmy [-094-Blade et Baker-23] Captifs de la main rouge.epub;Guieu,Jimmy;Captifs de la main rouge;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Guieu' dans TITRE;Captifs de la main rouge;Guieu,Jimmy
Rowling,J.K. [Harry Potter-1] Harry Potter à l'école des sorciers (1997) french.Alex.epub;Rowling,J.K.;Harry Potter à l'école des sorciers;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Rowling' dans TITRE;Harry Potter à l'école des sorciers;Rowling,J.K.
Sand,George [-63] Teverino (1846) french.zzz.epub;Sand,George;Teverino;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Sand' dans TITRE;Teverino;Sand,George
Trône de Fer -07-L'Epée de Feu, Le - inconnu.epub;inconnu;Trône de Fer -07-L'Epée de Feu, Le;90;PROBABLE;Article défini en fin d'AUTEUR | Chiffres dans AUTEUR;Trône de Fer -07-L'Epée de Feu, Le;inconnu
Violons du diable_ Prix du quai des orfèvres 2005, Les - Jules Grasset.epub;Jules Grasset;Violons du diable_ Prix du quai des orfèvres 2005, Les;90;PROBABLE;Article défini en fin d'AUTEUR | Chiffres dans AUTEUR;Violons du diable_ Prix du quai des orfèvres 2005, Les;Jules Grasset
Christie,Agatha [Hercule Poirot-21] Un,deux,trois... (1940) french.Alex.epub;Christie,Agatha;Un,deux,trois...;60;PROBABLE;Nom d'auteur connu 'Christie' dans TITRE;Un,deux,trois...;Christie,Agatha
Queneau,Raymond [R-09] Loin de Rueil (1944) french.zzz.epub;Queneau,Raymond;Loin de Rueil;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Queneau' dans TITRE;Loin de Rueil;Queneau,Raymond
Verne,Jules [Voyages extraordinaires-41] César Cascabel (1890) french.zzz.epub;Verne,Jules;César Cascabel;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Verne' dans TITRE;César Cascabel;Verne,Jules
Feist,Raymond E. [] Faerie (1988) french.AlexandriZ.epub;Feist,Raymond E.;Faerie;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Feist' dans TITRE;Faerie;Feist,Raymond E.
Sturgeon,Théodore [] Killdozer suivi du Viol cosmique.epub;Sturgeon,Théodore;Killdozer suivi du Viol cosmique;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Sturgeon' dans TITRE;Killdozer suivi du Viol cosmique;Sturgeon,Théodore
Simenon,Georges [Maigret-003] Monsieur Gallet, décédé (1931) french.Alex.epub;Simenon,Georges;Monsieur Gallet, décédé;60;PROBABLE;Nom d'auteur connu 'Simenon' dans TITRE;Monsieur Gallet, décédé;Simenon,Georges
Malot,Hector [] Conscience (1888) french.zzz.epub;Malot,Hector;Conscience;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Malot' dans TITRE;Conscience;Malot,Hector
Proust,Marcel [A la recherche du temps perdu-01-02] Du côté de chez Swann (1913) french.zzz.epub;Proust,Marcel;Du côté de chez Swann;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Proust' dans TITRE;Du côté de chez Swann;Proust,Marcel
Clan Des Otori I, le Silence du Rossignol - Lian Hearn.epub;Hearn, Lian;Clan Des Otori I, le Silence du Rossignol;80;PROBABLE;Format 'Nom, Prénom' dans le TITRE;Clan Des Otori I, le Silence du Rossignol;Hearn, Lian
Comte de Moret - Tome I, Le - Alexandre Dumas.epub;Alexandre Dumas;Tome I, Le;90;PROBABLE;Article défini en fin d'AUTEUR | Mots-clés de titre dans AUTEUR;Tome I, Le;Alexandre Dumas
Arme invisible - Les Habits Noirs - Tome IV, L' - Paul Féval (père).epub;(père), Paul Féval;Tome IV, L';90;PROBABLE;Article défini en fin d'AUTEUR | Mots-clés de titre dans AUTEUR;Tome IV, L';(père), Paul Féval
Sand,George [-57b] Consuelo - Tome 2 (1843) french.zzz.epub;Consuelo, Tome III (Dodo Press);Sand, George;80;PROBABLE;Format 'Nom, Prénom' dans le TITRE;Sand, George;Consuelo, Tome III (Dodo Press)
Serge,Victor [] Naissance de notre force (.) french.zzz.epub;Serge,Victor;Naissance de notre force (.);90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Serge' dans TITRE;Naissance de notre force (.);Serge,Victor
Roberts,Nora [Lieutenant Eve Dallas-05] Cérémonie du crime (1997) french.zzz.epub;Roberts,Nora;Cérémonie du crime;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Roberts' dans TITRE;Cérémonie du crime;Roberts,Nora
Bordage,Pierre [Duologie Abzalon-1] Abzalon (1998) french.Alex.epub;Bordage,Pierre;Abzalon;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Bordage' dans TITRE;Abzalon;Bordage,Pierre
Guieu,Jimmy [-072] Oniria (1962) french.zzz.epub;Guieu,Jimmy;Oniria;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Guieu' dans TITRE;Oniria;Guieu,Jimmy
Cussler,Clive [Dirk Pitt-16] Walhalla (2001) french.zzz.epub;Cussler,Clive;Walhalla;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Cussler' dans TITRE;Walhalla;Cussler,Clive
arthur_conan_doyle-micah_clarke-tome_2_-_le_capitaine_micah_clarke.epub;Le Capitaine Micah Clarke;Arthur Conan Doyle-micah Clarke-tome 2;70;PROBABLE;Auteur n'est pas au format standard | Chiffres dans AUTEUR;Arthur Conan Doyle-micah Clarke-tome 2;Le Capitaine Micah Clarke
Dantec,Maurice G. [] Villa Vortex.epub;Dantec,Maurice G.;Villa Vortex;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Dantec' dans TITRE;Villa Vortex;Dantec,Maurice G.
Flaubert,Gustave [] LÆÚducation sentimentale (1869) french.feed.epub;Flaubert,Gustave;LÆÚducation sentimentale;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Flaubert' dans TITRE;LÆÚducation sentimentale;Flaubert,Gustave
Mohicans de Paris - Volume III, Les - Alexandre Dumas.epub;Alexandre Dumas;Volume III, Les;90;PROBABLE;Article défini en fin d'AUTEUR | Mots-clés de titre dans AUTEUR;Volume III, Les;Alexandre Dumas
Izner,Claude [Victor Legris-00] Rendez-vous passage d'Enfer.epub;Izner,Claude;Rendez-vous passage d'Enfer;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Izner' dans TITRE;Rendez-vous passage d'Enfer;Izner,Claude
Mani,Stefan [] Noir océan (.) Policier .Z.epub;Mani,Stefan;Noir océan (.) Policier .Z;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Mani' dans TITRE;Noir océan (.) Policier .Z;Mani,Stefan
Brussolo,Serge [-068] Armés et dangereux (1993) french.Alex.epub;Brussolo,Serge;Armés et dangereux;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Brussolo' dans TITRE;Armés et dangereux;Brussolo,Serge
Cook,Dawn [Vérite-04] Vérite perdue (.) french.zzz.epub;Cook,Dawn;Vérite perdue (.);90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Cook' dans TITRE;Vérite perdue (.);Cook,Dawn
Randa,Peter {Duquesne,André} [] Objectif Tamax (1966) Science-fiction .Z.epub;Randa,Peter;Objectif Tamax;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Randa' dans TITRE;Objectif Tamax;Randa,Peter
Chattam,Maxime [Autre-Monde-2] Malronce (2009) french.Alex.epub;Chattam,Maxime;Malronce;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Chattam' dans TITRE;Malronce;Chattam,Maxime
Pratchett,Terry [Les annales du disque-monde-14] Nobliaux et sorcières (1992) french.Alex.epub;Pratchett,Terry;Nobliaux et sorcières;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Pratchett' dans TITRE;Nobliaux et sorcières;Pratchett,Terry
Chandler,Elizabeth [Le baiser de l'ange-2] Soupcons (1995) french.Alex.epub;Chandler,Elizabeth;Soupcons;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Chandler' dans TITRE;Soupcons;Chandler,Elizabeth
Courteline,Georges [] Messieurs les ronds-de-cuir (1893) french.feed.epub;Courteline,Georges;Messieurs les ronds-de-cuir;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Courteline' dans TITRE;Messieurs les ronds-de-cuir;Courteline,Georges
Une autre histoire de la Littérature Française - Tome II - d'Ormesson,Jean.epub;d'Ormesson,Jean;Tome II;70;PROBABLE;Auteur n'est pas au format standard | Mots-clés de titre dans AUTEUR;Tome II;d'Ormesson,Jean
Guieu,Jimmy [-151-Les chevaliers de lumière-50] Cauchemar aux Seychelles (.) Science-fiction .Z.epub;Guieu,Jimmy;Cauchemar aux Seychelles (.);90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Guieu' dans TITRE;Cauchemar aux Seychelles (.);Guieu,Jimmy
Randa,Peter [] Venu de l'infini.epub;Randa,Peter;Venu de l'infini;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Randa' dans TITRE;Venu de l'infini;Randa,Peter
"Dard,Frédéric [San-Antonio-081] J'ai essayé ; on peut ! (1973) french.zzz.epub";Dard,Frédéric;"J'ai essayé ; on peut !";90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Dard' dans TITRE;"J'ai essayé ; on peut !";Dard,Frédéric
Guieu,Jimmy [-037-Blade et Baker-06] Traquenard sur Kenndor (1969).epub;Guieu,Jimmy;Traquenard sur Kenndor;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Guieu' dans TITRE;Traquenard sur Kenndor;Guieu,Jimmy
Hogan,Ray [] Tempête sur l'Arizona (.) Western .Z.epub;Hogan,Ray;Tempête sur l'Arizona (.) Western .Z;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Hogan' dans TITRE;Tempête sur l'Arizona (.) Western .Z;Hogan,Ray
Patterson,James [Maximum ride-01] Opération Angel (2005) french.zzz.epub;Patterson,James;Opération Angel;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Patterson' dans TITRE;Opération Angel;Patterson,James
Guieu,Jimmy [-] OVNIE E.T. la vérite cachée.epub;Guieu,Jimmy;OVNIE E.T. la vérite cachée;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Guieu' dans TITRE;OVNIE E.T. la vérite cachée;Guieu,Jimmy
King,Stephen [] Sac d'os (1998) french.zzz.epub;King,Stephen;Sac d'os;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'King' dans TITRE;Sac d'os;King,Stephen
Arnaud,Georges-Jean [La compagnie des glaces-13] Station-fantôme (1983) french.Alex.epub;Arnaud,Georges-Jean;Station-fantôme;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Arnaud' dans TITRE;Station-fantôme;Arnaud,Georges-Jean
Brussolo,Serge [La planète des ouragans-3] Naufrage sur une chaise électrique (.) Science-fiction .A.epub;Brussolo,Serge;Naufrage sur une chaise électrique (.);90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Brussolo' dans TITRE;Naufrage sur une chaise électrique (.);Brussolo,Serge
Roberts,Nora [Les trois soeurs-1] Maggie la rebelle (.) Romance .Z.epub;Roberts,Nora;Maggie la rebelle (.);90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Roberts' dans TITRE;Maggie la rebelle (.);Roberts,Nora
Echenoz,Jean [-11] Au piano (2003) french.zzz.epub;Echenoz,Jean;Au piano;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Echenoz' dans TITRE;Au piano;Echenoz,Jean
Dick,Philip K. [] Ubik (1969) french.Alex.epub;Dick,Philip K.;Ubik;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Dick' dans TITRE;Ubik;Dick,Philip K.
Mérimée,Prosper [] Lokis, le manuscrit du professeur Wittembach (1868) french.zzz.epub;Mérimée,Prosper;Lokis, le manuscrit du professeur Wittembach;60;PROBABLE;Nom d'auteur connu 'Mérimée' dans TITRE;Lokis, le manuscrit du professeur Wittembach;Mérimée,Prosper
Christie,Agatha [R-04] Cinq heures vingt-cinq (1931) french.Alex.epub;Christie,Agatha;Cinq heures vingt-cinq;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Christie' dans TITRE;Cinq heures vingt-cinq;Christie,Agatha
Devos,Raymond [] Matière à rire (1956-1991) Spectacle .Z.epub;Devos,Raymond;Matière à rire (1956-1991) Spectacle .Z;70;PROBABLE;Auteur n'est pas au format standard | Chiffres dans AUTEUR;Matière à rire (1956-1991) Spectacle .Z;Devos,Raymond
Malet,Léo [Nouveaux mystères de Paris-11] Boulevard des ossements - Paris 9e (1957) french.zzz.epub;Malet,Léo;Boulevard des ossements - Paris 9e;70;PROBABLE;Auteur n'est pas au format standard | Chiffres dans AUTEUR;Boulevard des ossements - Paris 9e;Malet,Léo
Pratchett,Terry [Les annales du disque-monde-08] Au guet !(1989) Fantasy .A.epub;Pratchett,Terry;Au guet !;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Pratchett' dans TITRE;Au guet !;Pratchett,Terry
Dame de Monsoreau - Tome I, La - Alexandre Dumas.epub;Alexandre Dumas;Tome I, La;90;PROBABLE;Article défini en fin d'AUTEUR | Mots-clés de titre dans AUTEUR;Tome I, La;Alexandre Dumas
Comte de Monte-Cristo, Tome I, Le - Alexandre Dumas Père.epub;Alexandre Dumas Père;Comte de Monte-Cristo, Tome I, Le;90;PROBABLE;Article défini en fin d'AUTEUR | Mots-clés de titre dans AUTEUR;Comte de Monte-Cristo, Tome I, Le;Alexandre Dumas Père
Farmer,Philip José [Un exorcisme-02] Gare à la bête (1968) french.Alex.epub;Farmer,Philip José;Gare à la bête;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Farmer' dans TITRE;Gare à la bête;Farmer,Philip José
Leroux,Gaston [-23-Nouvelles aventures de Chéri-Bibi-1] Palas et Chéri-Bibi (1919) french.feed.epub;Leroux,Gaston;Palas et Chéri-Bibi;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Leroux' dans TITRE;Palas et Chéri-Bibi;Leroux,Gaston
Récits fantastiques 1 - Alexandre Dumas.epub;Alexandre Dumas;Récits fantastiques 1;70;PROBABLE;Auteur n'est pas au format standard | Chiffres dans AUTEUR;Récits fantastiques 1;Alexandre Dumas
Daeninckx,Didier [] Nazis dans le métro (1996) french.zzz.epub;Daeninckx,Didier;Nazis dans le métro;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Daeninckx' dans TITRE;Nazis dans le métro;Daeninckx,Didier
Dard,Frédéric [San-Antonio-009] Passez-moi la Joconde (1954) french.zzz.epub;Dard,Frédéric;Passez-moi la Joconde;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Dard' dans TITRE;Passez-moi la Joconde;Dard,Frédéric
Chattam,Maxime [Trilogie du mal-3] Maléfices (2004) french.Alex.epub;Chattam,Maxime;Maléfices;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Chattam' dans TITRE;Maléfices;Chattam,Maxime
Trône de Fer -04-L'Ombre Maléfique, Le - inconnu.epub;inconnu;Trône de Fer -04-L'Ombre Maléfique, Le;90;PROBABLE;Article défini en fin d'AUTEUR | Chiffres dans AUTEUR;Trône de Fer -04-L'Ombre Maléfique, Le;inconnu
Cesbron,Gilbert [-10] Il est plus tard que tu ne penses (1958) french.zzz.epub;Cesbron,Gilbert;Il est plus tard que tu ne penses;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Cesbron' dans TITRE;Il est plus tard que tu ne penses;Cesbron,Gilbert
San-Felice - Tome I, La - Alexandre Dumas.epub;Alexandre Dumas;Tome I, La;90;PROBABLE;Article défini en fin d'AUTEUR | Mots-clés de titre dans AUTEUR;Tome I, La;Alexandre Dumas
Shirreffs,Gordon D. [] Sans foi ni loi.epub;Shirreffs,Gordon D.;Sans foi ni loi;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Shirreffs' dans TITRE;Sans foi ni loi;Shirreffs,Gordon D.
Vicomte de Bragelonne, Tome Iii, Le - Alexandre Dumas Père.epub;Alexandre Dumas Père;Vicomte de Bragelonne, Tome Iii, Le;90;PROBABLE;Article défini en fin d'AUTEUR | Mots-clés de titre dans AUTEUR;Vicomte de Bragelonne, Tome Iii, Le;Alexandre Dumas Père
SnippetManager Readme v1.0.1 - DR.epub;DR;SnippetManager Readme v1.0.1;70;PROBABLE;Auteur n'est pas au format standard | Chiffres dans AUTEUR;SnippetManager Readme v1.0.1;DR
Harrison,Kim [Rachel Morgan-01] Sorcière pour l'échafaud (.) Fantasy-actuelle .Z.epub;Harrison,Kim;Sorcière pour l'échafaud (.) Fantasy-actuelle .Z;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Harrison' dans TITRE;Sorcière pour l'échafaud (.) Fantasy-actuelle .Z;Harrison,Kim
Baxter,Stephen [Les enfants de la destinée-03] Transcendance (2005) french.zzz.epub;Baxter,Stephen;Transcendance;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Baxter' dans TITRE;Transcendance;Baxter,Stephen
Djian,Philippe [R-02] Zone érogène (1984) french.zzz.epub;Djian,Philippe;Zone érogène;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Djian' dans TITRE;Zone érogène;Djian,Philippe
Contes et Nouvelles Tome I - Tolstoï.epub;Tolstoï;Contes et Nouvelles Tome I;70;PROBABLE;Auteur n'est pas au format standard | Mots-clés de titre dans AUTEUR;Contes et Nouvelles Tome I;Tolstoï
merimee_prosper_-_nouvelles_iii.epub;Merimee Prosper;Nouvelles Iii;70;PROBABLE;Auteur n'est pas au format standard | Mots-clés de titre dans AUTEUR;Nouvelles Iii;Merimee Prosper
OpCenter2_ImageVirtuelle - Op-Center -2- Image Virtuelle.epub;Op-Center -2- Image Virtuelle;OpCenter2_ImageVirtuelle;70;PROBABLE;Auteur n'est pas au format standard | Chiffres dans AUTEUR;OpCenter2_ImageVirtuelle;Op-Center -2- Image Virtuelle
Wilson,Robert Charles [] Mysterium (1994) french.Alex.epub;Wilson,Robert Charles;Mysterium;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Wilson' dans TITRE;Mysterium;Wilson,Robert Charles
Patterson,James [Michael Bennett-01] Crise d'otages.epub;Patterson,James;Crise d'otages;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Patterson' dans TITRE;Crise d'otages;Patterson,James
Leblanc,Maurice [Arsène Lupin-02] Arsène Lupin contre Herlock Sholmès (1908) french.feed.epub;Leblanc,Maurice;Arsène Lupin contre Herlock Sholmès;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Leblanc' dans TITRE;Arsène Lupin contre Herlock Sholmès;Leblanc,Maurice
Goodkind,Terry [L'épée de vérité-00] Dette d'os (1996) french.Alex.epub;Goodkind,Terry;Dette d'os;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Goodkind' dans TITRE;Dette d'os;Goodkind,Terry
Vernes,Henri [Bob Morane-051] Formule X33 (1962) french.Alex.epub;Vernes,Henri;Formule X33;70;PROBABLE;Auteur n'est pas au format standard | Chiffres dans AUTEUR;Formule X33;Vernes,Henri
Balzac,Honoré de [-4-Vie parisienne-04] Facino Cane (1836) french.feed.epub;Balzac,Honoré de;Facino Cane;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Balzac' dans TITRE;Facino Cane;Balzac,Honoré de
Perry,Anne [William Monk-07] Scandale et calomnie (1996) french.zzz.epub;Perry,Anne;Scandale et calomnie;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Perry' dans TITRE;Scandale et calomnie;Perry,Anne
French,Nicci [] Sourire en coin (2003) french.zzz.epub;French,Nicci;Sourire en coin;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'French' dans TITRE;Sourire en coin;French,Nicci
Hamilton,Laurell K. [Anita Blake-04] Lunatic café (1996) french.Alex.epub;Hamilton,Laurell K.;Lunatic café;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Hamilton' dans TITRE;Lunatic café;Hamilton,Laurell K.
Hemingway,Ernest [-06] Au-delà du fleuve et sous les arbres (1950) french.zzz.epub;Hemingway,Ernest;Au-delà du fleuve et sous les arbres;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Hemingway' dans TITRE;Au-delà du fleuve et sous les arbres;Hemingway,Ernest
Ange Pitou - Tome II (Les Mémoires d'un médecin) - Alexandre Dumas.epub;Alexandre Dumas;Tome II (Les Mémoires d'un médecin);70;PROBABLE;Auteur n'est pas au format standard | Mots-clés de titre dans AUTEUR;Tome II (Les Mémoires d'un médecin);Alexandre Dumas
Guépard, Le - Tomasi Di Lampedusa, Giuseppe.epub;Guépard, Le;Tomasi Di Lampedusa, Giuseppe;80;PROBABLE;Format 'Nom, Prénom' dans le TITRE;Tomasi Di Lampedusa, Giuseppe;Guépard, Le
Cole,Kresley [Les ombres de la nuit-03] Charmes (2007) Romance,Paranormal .A.epub;Cole,Kresley;Charmes;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Cole' dans TITRE;Charmes;Cole,Kresley
Westlake,Donald E. [] Trop humains (1992) french.zzz.epub;Westlake,Donald E.;Trop humains;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Westlake' dans TITRE;Trop humains;Westlake,Donald E.
arthur_conan_doyle-micah_clarke-tome_1_-_les_recrues_de_monmouth.epub;Les Recrues de Monmouth;Arthur Conan Doyle-micah Clarke-tome 1;70;PROBABLE;Auteur n'est pas au format standard | Chiffres dans AUTEUR;Arthur Conan Doyle-micah Clarke-tome 1;Les Recrues de Monmouth
Weber,David [Honor Harrington-04] Au champ du déshonneur (1994) french.zzz.epub;Weber,David;Au champ du déshonneur;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Weber' dans TITRE;Au champ du déshonneur;Weber,David
Zola,Emile [Rougon-Macquart-13] Germinal (1885) french.zzz.epub;Zola,Emile;Germinal;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Zola' dans TITRE;Germinal;Zola,Emile
Guieu,Jimmy [-035-Blade et Baker-05] Joklun-N' Ghar la maudite (1968) Science-fiction .Z.epub;Guieu,Jimmy;Joklun-N' Ghar la maudite;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Guieu' dans TITRE;Joklun-N' Ghar la maudite;Guieu,Jimmy
Devenir Céline. Lettres inédites de Louis Destouclques autres (1912-1919) - Louis-Ferdinand Céline.epub;Louis-Ferdinand Céline;Devenir Céline. Lettres inédites de Louis Destouclques autres (1912-1919);70;PROBABLE;Auteur n'est pas au format standard | Chiffres dans AUTEUR;Devenir Céline. Lettres inédites de Louis Destouclques autres (1912-1919);Louis-Ferdinand Céline
Hugo,Victor [] Quatrevingt-treize (1873) french.zzz.epub;Hugo,Victor;Quatrevingt-treize;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Hugo' dans TITRE;Quatrevingt-treize;Hugo,Victor
Japrisot,Sébastien [Policier-02] Piège pour Cendrillon (1963) french.zzz.epub;Japrisot,Sébastien;Piège pour Cendrillon;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Japrisot' dans TITRE;Piège pour Cendrillon;Japrisot,Sébastien
Compère, vous mentez !_. - Noël Devaulx.epub;Devaulx, Noël;Compère, vous mentez !_.;80;PROBABLE;Format 'Nom, Prénom' dans le TITRE;Compère, vous mentez !_.;Devaulx, Noël
Dard,Frédéric [San-Antonio-001] Réglez-lui son compte ! (1949) french.zzz.epub;Dard,Frédéric;Réglez-lui son compte !;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Dard' dans TITRE;Réglez-lui son compte !;Dard,Frédéric
Bukowski,Charles [] Souvenirs d'un pas grand-chose.epub;Bukowski,Charles;Souvenirs d'un pas grand-chose;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Bukowski' dans TITRE;Souvenirs d'un pas grand-chose;Bukowski,Charles
Pratchett,Terry [Les annales du disque-monde-07] Pyramides (1989) french.Alex.epub;Pratchett,Terry;Pyramides;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Pratchett' dans TITRE;Pyramides;Pratchett,Terry
ARSENE LUPIN TOME 14 _ LE PARFUM DE LA DAME EN NOIR - Gaston Leroux & André-Paul Duchâteau.epub;Gaston Leroux & André-Paul Duchâteau;ARSENE LUPIN TOME 14 _ LE PARFUM DE LA DAME EN NOIR;70;PROBABLE;Auteur n'est pas au format standard | Chiffres dans AUTEUR;ARSENE LUPIN TOME 14 _ LE PARFUM DE LA DAME EN NOIR;Gaston Leroux & André-Paul Duchâteau
Cast,P.C. & Cast,Kristin [La maison de la nuit-03] Choisie (.) Fantastique,Jeunesse .Z.epub;Cast,P.C. & Cast,Kristin;Choisie (.) Fantastique,Jeunesse .Z;60;PROBABLE;Nom d'auteur connu 'Cast' dans TITRE;Choisie (.) Fantastique,Jeunesse .Z;Cast,P.C. & Cast,Kristin
Chomsky,Noam & Bricmont,Jean [] Raison contre pouvoir. Le pari de Pascal .epub;Chomsky,Noam & Bricmont,Jean;Raison contre pouvoir. Le pari de Pascal;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Chomsky' dans TITRE;Raison contre pouvoir. Le pari de Pascal;Chomsky,Noam & Bricmont,Jean
Simenon,Georges [Maigret-014] Maigret chez les Flamands (1932) french.Alex.epub;Simenon,Georges;Maigret chez les Flamands;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Simenon' dans TITRE;Maigret chez les Flamands;Simenon,Georges
Mérimée,Prosper [] Chronique du règne de Charles IX (1829) french.zzz.epub;Mérimée,Prosper;Chronique du règne de Charles IX;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Mérimée' dans TITRE;Chronique du règne de Charles IX;Mérimée,Prosper
Brussolo,Serge [-046] Cauchemar à louer (1990) french.Alex.epub;Brussolo,Serge;Cauchemar à louer;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Brussolo' dans TITRE;Cauchemar à louer;Brussolo,Serge
Vilnius, Londres, Paris - Kourkov, Andrei.epub;Vilnius, Londres, Paris;Kourkov, Andrei;80;PROBABLE;Format 'Nom, Prénom' dans le TITRE;Kourkov, Andrei;Vilnius, Londres, Paris
Clarke,Arthur C. & Preuss,Paul [Base Vénus-01] Point de rupture (1987) french.Alex.epub;Clarke,Arthur C. & Preuss,Paul;Point de rupture;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Clarke' dans TITRE;Point de rupture;Clarke,Arthur C. & Preuss,Paul
