Fichier;Titre_actuel;Auteur_actuel;Score;Confiance;Règles;Titre_corrigé;Auteur_corrigé
Cinq Nouvelles Extraordinaires - Gustave Le Rouge.epub;Le Rouge, Gustave;Cinq Nouvelles Extraordinaires;70;PROBABLE;Auteur n'est pas au format standard | Mots-clés de titre dans AUTEUR;Cinq Nouvelles Extraordinaires;Le Rouge, Gustave
Simenon,Georges [Maigret-48] Maigret chez le ministre (1954) french.zzz.epub;Simenon,Georges;Maigret chez le ministre;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Simenon' dans TITRE;Maigret chez le ministre;Simenon,Georges
Épervier, L' - Henri Bosco.epub;Épervier, L';Bosco, Henri;80;PROBABLE;Format 'Nom, Prénom' dans le TITRE;Bosco, Henri;Épervier, L'
Sade mon prochain, précédé de _Le Philosophe scélérat_ - Pierre Klossowski.epub;Klossowski, Pierre;Sade mon prochain, précédé de _Le Philosophe scélérat_;80;PROBABLE;Format 'Nom, Prénom' dans le TITRE;Sade mon prochain, précédé de _Le Philosophe scélérat_;Klossowski, Pierre
Dahl,Roald [J-12] Sacrées sorcières (1983) french.Alex.epub;Dahl,Roald;Sacrées sorcières;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Dahl' dans TITRE;Sacrées sorcières;Dahl,Roald
Silverberg,Robert [] A la fin de l'hiver (.) french.zzz.epub;Silverberg,Robert;A la fin de l'hiver (.);90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Silverberg' dans TITRE;A la fin de l'hiver (.);Silverberg,Robert
Hope,Anthony [] Service de la Reine (1898) french.zzz.epub;Hope,Anthony;Service de la Reine;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Hope' dans TITRE;Service de la Reine;Hope,Anthony
Bazin,René [-35] Davidée Birot (1911) french.zzz.epub;Bazin,René;Davidée Birot;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Bazin' dans TITRE;Davidée Birot;Bazin,René
Asimov,Isaac [Empire-2] Tyrann (1951) french.Alex.epub;Asimov,Isaac;Tyrann;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Asimov' dans TITRE;Tyrann;Asimov,Isaac
Silverberg,Robert [R-03] Opération Ganymède (1958) french.Alex.epub;Silverberg,Robert;Opération Ganymède;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Silverberg' dans TITRE;Opération Ganymède;Silverberg,Robert
Verne,Jules [Voyages extraordinaires-35] Nord contre sud (1887) french.zzz.epub;Verne,Jules;Nord contre sud;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Verne' dans TITRE;Nord contre sud;Verne,Jules
Guieu,Jimmy [-001] Au-delà de l'infini (1951) french.zzz.epub;Guieu,Jimmy;Au-delà de l'infini;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Guieu' dans TITRE;Au-delà de l'infini;Guieu,Jimmy
Besson,Luc [Arthur-03] Arthur et la vengeance de Maltazard (2004) french.Alex.epub;Besson,Luc;Arthur et la vengeance de Maltazard;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Besson' dans TITRE;Arthur et la vengeance de Maltazard;Besson,Luc
Cast,P.C. & Cast,Kristin [La maison de la nuit-07] Brulée (.) french.zzz.epub;Cast,P.C. & Cast,Kristin;Brulée (.);90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Cast' dans TITRE;Brulée (.);Cast,P.C. & Cast,Kristin
Guieu,Jimmy [-044] Operation Ozma (.) Science-fiction .Z.epub;Guieu,Jimmy;Operation Ozma (.);90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Guieu' dans TITRE;Operation Ozma (.);Guieu,Jimmy
Gemmell,David A. [Drenaï-01] Waylander (1986) Fantasy .Alex.epub;Gemmell,David A.;Waylander;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Gemmell' dans TITRE;Waylander;Gemmell,David A.
Dard,Frédéric [San-Antonio-098] Fais-moi des choses (1978) french.zzz.epub;Dard,Frédéric;Fais-moi des choses;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Dard' dans TITRE;Fais-moi des choses;Dard,Frédéric
Arnaud,Georges-Jean [La compagnie des glaces-30] Dans le ventre d'une légende (1987) french.Alex.epub;Arnaud,Georges-Jean;Dans le ventre d'une légende;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Arnaud' dans TITRE;Dans le ventre d'une légende;Arnaud,Georges-Jean
King,Stephen [] Juste avant le crépuscule (2008) french.Alex.epub;King,Stephen;Juste avant le crépuscule;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'King' dans TITRE;Juste avant le crépuscule;King,Stephen
Brussolo,Serge [Les brigades du chaos-1] Profession cadavre (1995) french.Alex.epub;Brussolo,Serge;Profession cadavre;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Brussolo' dans TITRE;Profession cadavre;Brussolo,Serge
Zola,Emile [] Nana.epub;Zola,Emile;Nana;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Zola' dans TITRE;Nana;Zola,Emile
Baxter,Stephen [Les enfants de la destinée-1] Coalescence (2003) french.zzz.epub;Baxter,Stephen;Coalescence;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Baxter' dans TITRE;Coalescence;Baxter,Stephen
Zelazny,Roger & Sheckley,Robert [Concours millénaire-2] A Faust, Faust et demi (.) french.zzz.epub;Zelazny,Roger & Sheckley,Robert;A Faust, Faust et demi (.);60;PROBABLE;Nom d'auteur connu 'Zelazny' dans TITRE;A Faust, Faust et demi (.);Zelazny,Roger & Sheckley,Robert
Goodis,David [-14] Descente aux enfers (1955) french.zzz.epub;Goodis,David;Descente aux enfers;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Goodis' dans TITRE;Descente aux enfers;Goodis,David
Guieu,Jimmy [-069-Les chevaliers de lumière-15] Manipulation psi.epub;Guieu,Jimmy;Manipulation psi;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Guieu' dans TITRE;Manipulation psi;Guieu,Jimmy
Poe,Edgar Allan [C-30] Double assassinat dans la rue Morgue (1841) french.feed.epub;Poe,Edgar Allan;Double assassinat dans la rue Morgue;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Poe' dans TITRE;Double assassinat dans la rue Morgue;Poe,Edgar Allan
Maalouf,Amin [] Samarcande (.) french.zzz.epub;Maalouf,Amin;Samarcande (.);90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Maalouf' dans TITRE;Samarcande (.);Maalouf,Amin
Barjavel,Rene [] Colomb de la lune.epub;Barjavel,Rene;Colomb de la lune;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Barjavel' dans TITRE;Colomb de la lune;Barjavel,Rene
Lem,Stanislas [] Solaris (1961) french.Alex.epub;Lem,Stanislas;Solaris;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Lem' dans TITRE;Solaris;Lem,Stanislas
Diderot,Denis [] Jacques le fataliste et son maître (.) french.zzz.epub;Diderot,Denis;Jacques le fataliste et son maître (.);90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Diderot' dans TITRE;Jacques le fataliste et son maître (.);Diderot,Denis
Malet,Léo [Nouveaux mystères de Paris-06] M'as-tu vu en cadavre ! - Paris 10e (1956) french.zzz.epub;Malet,Léo;M'as-tu vu en cadavre ! - Paris 10e;70;PROBABLE;Auteur n'est pas au format standard | Chiffres dans AUTEUR;M'as-tu vu en cadavre ! - Paris 10e;Malet,Léo
Clarke,Arthur C. & Lee,Gentry [Cycle de Rama-1] Rendez-vous avec Rama (1973) french.Alex.epub;Clarke,Arthur C. & Lee,Gentry;Rendez-vous avec Rama;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Clarke' dans TITRE;Rendez-vous avec Rama;Clarke,Arthur C. & Lee,Gentry
Fante,John [] Mon chien stupide.epub;Fante,John;Mon chien stupide;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Fante' dans TITRE;Mon chien stupide;Fante,John
Baxter,Stephen [Les enfants de la destinée-01] Coalescence (2003) french.zzz.epub;Baxter,Stephen;Coalescence;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Baxter' dans TITRE;Coalescence;Baxter,Stephen
Werber,Bernard [] Paradis sur mesure (2008) french.Alex.epub;Werber,Bernard;Paradis sur mesure;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Werber' dans TITRE;Paradis sur mesure;Werber,Bernard
Dumas,Alexandre {père} [] Récits fantastiques 1.epub;Dumas,Alexandre;Récits fantastiques 1;70;PROBABLE;Auteur n'est pas au format standard | Chiffres dans AUTEUR;Récits fantastiques 1;Dumas,Alexandre
Voltaire_ Oeuvres complètes - Voltaire.epub;Voltaire;Voltaire_ Oeuvres complètes;70;PROBABLE;Auteur n'est pas au format standard | Mots-clés de titre dans AUTEUR;Voltaire_ Oeuvres complètes;Voltaire
Cole,Kresley [Les ombres de la nuit-01] Morsure secrète (2008) french.Alex.epub;Cole,Kresley;Morsure secrète;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Cole' dans TITRE;Morsure secrète;Cole,Kresley
Bellemare,Pierre [Crimes de sang-1] Merci, Ruth !... 40 histoires (.) french.zzz.epub;Merci, Ruth !... 40 histoires (.);Bellemare,Pierre;80;PROBABLE;Format 'Nom, Prénom' dans le TITRE;Bellemare,Pierre;Merci, Ruth !... 40 histoires (.)
Djian,Philippe [] Ca c'est un baiser.epub;Djian,Philippe;Ca c'est un baiser;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Djian' dans TITRE;Ca c'est un baiser;Djian,Philippe
Asimov,Isaac [] Au prix du papyrus (1983) french.Alex.epub;Asimov,Isaac;Au prix du papyrus;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Asimov' dans TITRE;Au prix du papyrus;Asimov,Isaac
Guieu,Jimmy [-001] Au-delà de l'infini (1951) Science-fiction .Z.epub;Guieu,Jimmy;Au-delà de l'infini;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Guieu' dans TITRE;Au-delà de l'infini;Guieu,Jimmy
Nothomb,Amélie [R-05] Péplum (1996) french.zzz.epub;Nothomb,Amélie;Péplum;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Nothomb' dans TITRE;Péplum;Nothomb,Amélie
Orwell,George [] Hommage à la Catalogne (1938) french.Alex.epub;Orwell,George;Hommage à la Catalogne;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Orwell' dans TITRE;Hommage à la Catalogne;Orwell,George
Joyce,Graham [] Indigo (1999) french.zzz.epub;Joyce,Graham;Indigo;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Joyce' dans TITRE;Indigo;Joyce,Graham
Madame de Chamblay 1ère partie - Alexandre Dumas.epub;Alexandre Dumas;Madame de Chamblay 1ère partie;70;PROBABLE;Auteur n'est pas au format standard | Chiffres dans AUTEUR;Madame de Chamblay 1ère partie;Alexandre Dumas
Cherryh,Carolyn J. [Le cycle de Chanur-1] Chanur (1981) french.zzz.epub;Cherryh,Carolyn J.;Chanur;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Cherryh' dans TITRE;Chanur;Cherryh,Carolyn J.
Camus,Albert [-17] Réflexions sur la peine capitale (1957) french.zzz.epub;Camus,Albert;Réflexions sur la peine capitale;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Camus' dans TITRE;Réflexions sur la peine capitale;Camus,Albert
Barjavel,René [R-03] Ravage (1943) french.zzz.epub;Barjavel,René;Ravage;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Barjavel' dans TITRE;Ravage;Barjavel,René
King,Stephen [] Danse macabre (1978) french.Alex.epub;King,Stephen;Danse macabre;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'King' dans TITRE;Danse macabre;King,Stephen
Crichton,Michael [] Soleil levant (1992) french.zzz.epub;Crichton,Michael;Soleil levant;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Crichton' dans TITRE;Soleil levant;Crichton,Michael
Greenwood,Ed [Elminster-1] Elminster, la jeunesse d'un mage (1994) Fantasy .Z.epub;Elminster, T1 : La Jeunesse d'un mage;Greenwood, Ed;80;PROBABLE;Format 'Nom, Prénom' dans le TITRE;Greenwood, Ed;Elminster, T1 : La Jeunesse d'un mage
Barker,Clive [Livre de sang-5] Prison de chair.epub;Barker,Clive;Prison de chair;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Barker' dans TITRE;Prison de chair;Barker,Clive
Farenheit 451 - Ray Bradbury & Cid Knipel.epub;Ray Bradbury & Cid Knipel;Farenheit 451;70;PROBABLE;Auteur n'est pas au format standard | Chiffres dans AUTEUR;Farenheit 451;Ray Bradbury & Cid Knipel
Baxter,Stephen [Catastrophes-01] Déluge (2008) french.Alex.epub;Baxter,Stephen;Déluge;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Baxter' dans TITRE;Déluge;Baxter,Stephen
Simenon,Georges [] Maigret aux assises.epub;Simenon,Georges;Maigret aux assises;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Simenon' dans TITRE;Maigret aux assises;Simenon,Georges
Zola,Emile [-07] Madeleine Férat (1868) french.zzz.epub;Zola,Emile;Madeleine Férat;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Zola' dans TITRE;Madeleine Férat;Zola,Emile
Gavalda,Anna [] Je voudrais que quelqu'un m'attende quelque part (1999) french.Alex.epub;Gavalda,Anna;Je voudrais que quelqu'un m'attende quelque part;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Gavalda' dans TITRE;Je voudrais que quelqu'un m'attende quelque part;Gavalda,Anna
Enfant, L' - Jules Vallès.epub;Enfant, L';Vallès, Jules;80;PROBABLE;Format 'Nom, Prénom' dans le TITRE;Vallès, Jules;Enfant, L'
Godard,Jocelyne [Les Thébaines-03] Vents et parfums (2000) french.Alex.epub;Godard,Jocelyne;Vents et parfums;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Godard' dans TITRE;Vents et parfums;Godard,Jocelyne
Rambaud,Patrick [] Il neigeait (2000) french.Alex.epub;Rambaud,Patrick;Il neigeait;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Rambaud' dans TITRE;Il neigeait;Rambaud,Patrick
Guieu,Jimmy [-125Blade et Baker-43] Sur l'aile du Dragon.epub;Guieu,Jimmy;Sur l'aile du Dragon;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Guieu' dans TITRE;Sur l'aile du Dragon;Guieu,Jimmy
Balzac,Honoré de [-4-Vie parisienne-04] Facino Cane (1837) french.feed.epub;Balzac,Honoré de;Facino Cane;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Balzac' dans TITRE;Facino Cane;Balzac,Honoré de
Sympathisant, Le - Nguyen, Viet Thanh.epub;Sympathisant, Le;Nguyen, Viet Thanh;80;PROBABLE;Format 'Nom, Prénom' dans le TITRE;Nguyen, Viet Thanh;Sympathisant, Le
Malot,Hector [] Romain Kalbris (.) french.zzz.epub;Malot,Hector;Romain Kalbris (.);90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Malot' dans TITRE;Romain Kalbris (.);Malot,Hector
Ludlum,Robert & Lynds,Gayle [] Opération Hades (2000) french.zzz.epub;Ludlum,Robert & Lynds,Gayle;Opération Hades;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Ludlum' dans TITRE;Opération Hades;Ludlum,Robert & Lynds,Gayle
Ray,Jean [-04] Malpertuis (1943) french.zzz.epub;Ray,Jean;Malpertuis;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Ray' dans TITRE;Malpertuis;Ray,Jean
Guieu,Jimmy [-094-Blade et Baker-25] Captifs de la main rouge (.) Science-fiction .Z.epub;Guieu,Jimmy;Captifs de la main rouge (.);90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Guieu' dans TITRE;Captifs de la main rouge (.);Guieu,Jimmy
Houellebecq,Michel {Thomas,Michel} [R-03] Plateforme (2001) french.zzz.epub;Houellebecq,Michel;Plateforme;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Houellebecq' dans TITRE;Plateforme;Houellebecq,Michel
Brin,David [Le cycle de l'élévation-01] Jusqu'au coeur du soleil (1980) french.zzz.epub;Brin,David;Jusqu'au coeur du soleil;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Brin' dans TITRE;Jusqu'au coeur du soleil;Brin,David
Jeremiah Johnson, le mangeur de foie - Thorp, Raymond W. & Bunker, Robert.epub;Thorp, Raymond W. & Bunker, Robert;Jeremiah Johnson, le mangeur de foie;80;PROBABLE;Format 'Nom, Prénom' dans le TITRE;Jeremiah Johnson, le mangeur de foie;Thorp, Raymond W. & Bunker, Robert
Desjardins,Arnaud [A la recherche du soi-4] Tu es cela.epub;Desjardins,Arnaud;Tu es cela;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Desjardins' dans TITRE;Tu es cela;Desjardins,Arnaud
Crais,Robert [] A l'ombre du mal.epub;Crais,Robert;A l'ombre du mal;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Crais' dans TITRE;A l'ombre du mal;Crais,Robert
Malot,Hector [] Ghislaine (.) french.zzz.epub;Malot,Hector;Ghislaine (.);90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Malot' dans TITRE;Ghislaine (.);Malot,Hector
Leroux,Gaston [-38] Mister Flow (1927) french.zzz.epub;Leroux,Gaston;Mister Flow;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Leroux' dans TITRE;Mister Flow;Leroux,Gaston
Arnaud,Georges-Jean [La compagnie des glaces-30] Dans le ventre d'une légende (1987) Science-fiction .A.epub;Arnaud,Georges-Jean;Dans le ventre d'une légende;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Arnaud' dans TITRE;Dans le ventre d'une légende;Arnaud,Georges-Jean
Mohicans de Paris - Volume IV, Les - Alexandre Dumas.epub;Alexandre Dumas;Volume IV, Les;90;PROBABLE;Article défini en fin d'AUTEUR | Mots-clés de titre dans AUTEUR;Volume IV, Les;Alexandre Dumas
Guieu,Jimmy [-101-Les chevaliers de lumière-27] Narkoum finances rouges.epub;Guieu,Jimmy;Narkoum finances rouges;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Guieu' dans TITRE;Narkoum finances rouges;Guieu,Jimmy
Cook,Glen [Compagnie noire-2-Livres du Sud-2] Rèves d'acier (1990) french.Alex.epub;Cook,Glen;Rèves d'acier;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Cook' dans TITRE;Rèves d'acier;Cook,Glen
Randa,Peter {Duquesne,André} [] Venu de l'infini.epub;Randa,Peter;Venu de l'infini;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Randa' dans TITRE;Venu de l'infini;Randa,Peter
pierre_ponson_du_terrail-les_exploits_de_rocambole-tome_1_-_une_fille_despagne.epub;Une Fille Despagne;Pierre Ponson du Terrail-les Exploits de Rocambole-tome 1;70;PROBABLE;Auteur n'est pas au format standard | Chiffres dans AUTEUR;Pierre Ponson du Terrail-les Exploits de Rocambole-tome 1;Une Fille Despagne
Heinlein,Robert A. [-28] Vendredi (1982) french.Alex.epub;Heinlein,Robert A.;Vendredi;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Heinlein' dans TITRE;Vendredi;Heinlein,Robert A.
Guieu,Jimmy [-086] Spoutnik VII a disparu (.) Science-fiction .Z.epub;Guieu,Jimmy;Spoutnik VII a disparu (.);90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Guieu' dans TITRE;Spoutnik VII a disparu (.);Guieu,Jimmy
Peters,Ellis [Cadfael-20] Frère Cadfael fait pénitence (1994) french.Alex.epub;Peters,Ellis;Frère Cadfael fait pénitence;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Peters' dans TITRE;Frère Cadfael fait pénitence;Peters,Ellis
Malot,Hector [] Sans famille (1878) french.zzz.epub;Malot,Hector;Sans famille;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Malot' dans TITRE;Sans famille;Malot,Hector
Guerre et la Paix - Tome III, La - Tolstoï.epub;Tolstoï;Tome III, La;90;PROBABLE;Article défini en fin d'AUTEUR | Mots-clés de titre dans AUTEUR;Tome III, La;Tolstoï
Chutes, Les - Oates, Joyce Carol.epub;Chutes, Les;Oates, Joyce Carol;80;PROBABLE;Format 'Nom, Prénom' dans le TITRE;Oates, Joyce Carol;Chutes, Les
Collectif [Emblèmes-1] Vampyres.epub;Le Monde;Collectif [Emblèmes-1] Vampyres;70;PROBABLE;Auteur n'est pas au format standard | Chiffres dans AUTEUR;Collectif [Emblèmes-1] Vampyres;Le Monde
Racine,Jean [] Athalie (1691) french.zzz.epub;Racine,Jean;Athalie;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Racine' dans TITRE;Athalie;Racine,Jean
Attali,Jacques [Verbatim-3] Chronique des années 1988-1991 (1995) french.zzz.epub;Attali,Jacques;Chronique des années 1988-1991;70;PROBABLE;Auteur n'est pas au format standard | Chiffres dans AUTEUR;Chronique des années 1988-1991;Attali,Jacques
Randa,Peter {Duquesne,André} [] Branle-bas d'invasion (.) french.zzz.epub;Randa,Peter;Branle-bas d'invasion (.);90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Randa' dans TITRE;Branle-bas d'invasion (.);Randa,Peter
Mystérieux Docteur Cornélius - Tome I, Le - Gustave Le Rouge.epub;Le Rouge, Gustave;Tome I, Le;90;PROBABLE;Article défini en fin d'AUTEUR | Mots-clés de titre dans AUTEUR;Tome I, Le;Le Rouge, Gustave
Mémento de navigation 2 - André.epub;André;Mémento de navigation 2;70;PROBABLE;Auteur n'est pas au format standard | Chiffres dans AUTEUR;Mémento de navigation 2;André
Balzac,Honoré de [-8-Etudes philosophiques-07] Gambara (1837) french.feed.epub;Balzac,Honoré de;Gambara;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Balzac' dans TITRE;Gambara;Balzac,Honoré de
Christie,Agatha [R-17] Passager pour Francfort (1970) french.Alex.epub;Christie,Agatha;Passager pour Francfort;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Christie' dans TITRE;Passager pour Francfort;Christie,Agatha
Randa,Peter {Duquesne,André} [] Qui suis-je ! (1965) french.zzz.epub;Randa,Peter;Qui suis-je !;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Randa' dans TITRE;Qui suis-je !;Randa,Peter
Desjardins,Arnaud [A la recherche du soi-1] Adhyatma yoga (1975) french.zzz.epub;Desjardins,Arnaud;Adhyatma yoga;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Desjardins' dans TITRE;Adhyatma yoga;Desjardins,Arnaud
Baxter,Stephen [Cycle des Xeelees-03] Flux (1993) french.zzz.epub;Baxter,Stephen;Flux;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Baxter' dans TITRE;Flux;Baxter,Stephen
Brin,David [Le cycle de l'élévation-2] Marée stellaire (.) french.zzz.epub;Brin,David;Marée stellaire (.);90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Brin' dans TITRE;Marée stellaire (.);Brin,David
Dard,Frédéric [San-Antonio-143] Cocottes-minute (1990) french.zzz.epub;Dard,Frédéric;Cocottes-minute;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Dard' dans TITRE;Cocottes-minute;Dard,Frédéric
Lewis,C.S. [Les chroniques de Narnia-04] Prince Caspian (1951) french.Alex.epub;Lewis,C.S.;Prince Caspian;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Lewis' dans TITRE;Prince Caspian;Lewis,C.S.
Trône de Fer -09-La Loi du Régicide, Le - inconnu.epub;inconnu;Trône de Fer -09-La Loi du Régicide, Le;90;PROBABLE;Article défini en fin d'AUTEUR | Chiffres dans AUTEUR;Trône de Fer -09-La Loi du Régicide, Le;inconnu
Harris,Charlaine [Les mystères de Harper Connelly-3] Frissons d'outre-tombe.epub;Harris,Charlaine;Frissons d'outre-tombe;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Harris' dans TITRE;Frissons d'outre-tombe;Harris,Charlaine
Cosmographie_ comprendre les mouvements du soleil, de la lune et des planètes - Denis Savoie.epub;Savoie, Denis;Cosmographie_ comprendre les mouvements du soleil, de la lune et des planètes;80;PROBABLE;Format 'Nom, Prénom' dans le TITRE;Cosmographie_ comprendre les mouvements du soleil, de la lune et des planètes;Savoie, Denis
Clancy,Tom [] Tempête rouge (1986) french.zzz.epub;Clancy,Tom;Tempête rouge;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Clancy' dans TITRE;Tempête rouge;Clancy,Tom
Dick,Philip K. [] Dernière conversation avant les étoiles (2000) french.zzz.epub;Dick,Philip K.;Dernière conversation avant les étoiles;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Dick' dans TITRE;Dernière conversation avant les étoiles;Dick,Philip K.
Poe,Edgar Allan [C-58] Petite discussion avec une momie (1845) french.feed.epub;Poe,Edgar Allan;Petite discussion avec une momie;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Poe' dans TITRE;Petite discussion avec une momie;Poe,Edgar Allan
Wilson,Robert Charles [-11] Blind Lake (2003) french.Alex.epub;Wilson,Robert Charles;Blind Lake;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Wilson' dans TITRE;Blind Lake;Wilson,Robert Charles
Guieu,Jimmy [-006] Convulsions solaires (1958) Science-fiction .Z.epub;Guieu,Jimmy;Convulsions solaires;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Guieu' dans TITRE;Convulsions solaires;Guieu,Jimmy
Fugain,Marie [] Moi, on ne m'a jamais demande comment j'allais... (2012) french.zzz.epub;Moi, on ne m'a jamais demande comment j'allais...;Fugain,Marie;60;PROBABLE;Nom d'auteur connu 'Moi' dans TITRE;Fugain,Marie;Moi, on ne m'a jamais demande comment j'allais...
Leroux,Gaston [-20-Joseph Rouletabille-6] Rouletabille chez Krupp (1917) french.zzz.epub;Leroux,Gaston;Rouletabille chez Krupp;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Leroux' dans TITRE;Rouletabille chez Krupp;Leroux,Gaston
Cohen,Albert [] Belle du seigneur (1968) french.zzz.epub;Cohen,Albert;Belle du seigneur;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Cohen' dans TITRE;Belle du seigneur;Cohen,Albert
Zévaco,Michel [-06a] Triboulet (1910) french.feed.epub;Zévaco,Michel;Triboulet;90;PROBABLE;Auteur n'est pas au format standard | Nom d'auteur connu 'Zévaco' dans TITRE;Triboulet;Zévaco,Michel
Nietzsche _ Oeuvres complètes - Friedrich Nietzsche.epub;Friedrich Nietzsche;Nietzsche _ Oeuvres complètes;70;PROBABLE;Auteur n'est pas au format standard | Mots-clés de titre dans AUTEUR;Nietzsche _ Oeuvres complètes;Friedrich Nietzsche
